district,new_id,form,state,capital
Nürnberg,cf545de2,NA,NA,NA
Nürnberg,dcc4a1ac,NA,NA,NA
Nürnberg,e8309100,NA,NA,NA
Nürnberg,eb8c531a,NA,NA,NA
Nürnberg,f455ca3b,NA,NA,NA
Nürnberg,fd0cc9fc,NA,NA,NA
Nürnberg,feee3c39,NA,NA,NA
"Oberhausen, Stadt",56f4f6a6,NA,NA,NA
"Oberhausen, Stadt",98e00f0e,NA,NA,NA
"Oberhausen, Stadt",d7606c39,NA,NA,NA
"Oberhausen, Stadt",df7ccd46,NA,NA,NA
"Offenbach am Main, Stadt",0e0751b8,NA,NA,NA
"Offenbach am Main, Stadt",71c9e526,NA,NA,NA
"Offenbach am Main, Stadt",8880ecb9,NA,NA,NA
"Offenbach am Main, Stadt",df0fcd44,NA,NA,NA
"Oldenburg (Oldenburg), Stadt",3f74f1f5,NA,NA,NA
"Oldenburg (Oldenburg), Stadt",f8759c5f,NA,NA,NA
"Oldenburg (Oldenburg), Stadt",fe7ab231,NA,NA,NA
"Osnabrück, Stadt",452094d1,NA,NA,NA
"Osnabrück, Stadt",6fda3086,NA,NA,NA
Osterode am Harz,0ea815f3,NA,NA,NA
Osterode am Harz,53189812,NA,NA,NA
Pfaffenhofen a.d.Ilm,7dc25d65,NA,NA,NA
Pforzheim,22792d9d,NA,NA,NA
Pforzheim,421e707e,NA,NA,NA
Pforzheim,4462116a,NA,NA,NA
Pforzheim,a82e9a33,NA,NA,NA
"Pirmasens, kreisfreie Stadt",23a8a71b,NA,NA,NA
"Pirmasens, kreisfreie Stadt",96e4f120,NA,NA,NA
"Pirmasens, kreisfreie Stadt",bb817529,NA,NA,NA
"Potsdam, Stadt",2406d30c,NA,NA,NA
"Potsdam, Stadt",803423c0,NA,NA,NA
"Potsdam, Stadt",8311bdb0,NA,NA,NA
"Potsdam, Stadt",d51265a2,NA,NA,NA
"Potsdam, Stadt",da855892,NA,NA,NA
Region Hannover,001c02c5,NA,NA,NA
Region Hannover,01fd79b4,NA,NA,NA
Region Hannover,03a09f7d,NA,NA,NA
Region Hannover,065bd212,NA,NA,NA
Region Hannover,095d8b50,NA,NA,NA
Region Hannover,16da2249,NA,NA,NA
Region Hannover,22322f60,NA,NA,NA
Region Hannover,337769ee,NA,NA,NA
Region Hannover,3783cace,NA,NA,NA
Region Hannover,3cb8e984,NA,NA,NA
Region Hannover,55f14993,NA,NA,NA
Region Hannover,5c1456a9,NA,NA,NA
Region Hannover,5f85a96c,NA,NA,NA
Region Hannover,5f9158a7,NA,NA,NA
Region Hannover,60462433,NA,NA,NA
Region Hannover,61d037c6,NA,NA,NA
Region Hannover,6ffc8ddb,NA,NA,NA
Region Hannover,7b35a92d,NA,NA,NA
Region Hannover,89772928,NA,NA,NA
Region Hannover,91564b64,NA,NA,NA
Region Hannover,96093d1f,NA,NA,NA
Region Hannover,a3de8765,NA,NA,NA
Region Hannover,a5794d5d,NA,NA,NA
Region Hannover,b7bcf1b3,NA,NA,NA
Region Hannover,baa346d2,NA,NA,NA
Region Hannover,c5442962,NA,NA,NA
Region Hannover,c5ad8767,NA,NA,NA
Region Hannover,c6511815,NA,NA,NA
Region Hannover,cd9a8de9,NA,NA,NA
Region Hannover,db8bd17a,NA,NA,NA
Region Hannover,e33716f2,NA,NA,NA
Region Hannover,ef4de732,NA,NA,NA
Region Hannover,fa889464,NA,NA,NA
Region Hannover,fc515240,NA,NA,NA
Region Hannover,fdd801c7,NA,NA,NA
Regionalverband Saarbrücken,058e0e5c,NA,NA,NA
Regionalverband Saarbrücken,2cbc6aad,NA,NA,NA
Regionalverband Saarbrücken,644d766e,NA,NA,NA
Regionalverband Saarbrücken,6506597c,NA,NA,NA
Regionalverband Saarbrücken,6b7cb25c,NA,NA,NA
Regionalverband Saarbrücken,ed25dcc9,NA,NA,NA
Regionalverband Saarbrücken,fc619074,NA,NA,NA
"Remscheid, Stadt",9f7d1a42,NA,NA,NA
"Remscheid, Stadt",d4f11dfb,NA,NA,NA
"Remscheid, Stadt",d88a9cab,NA,NA,NA
Rotenburg (Wümme),fe19e965,NA,NA,NA
Saarpfalz-Kreis,464ae49b,NA,NA,NA
Saarpfalz-Kreis,9e69dbbb,NA,NA,NA
Saarpfalz-Kreis,bc189242,NA,NA,NA
"Salzgitter, Stadt",40f5f521,NA,NA,NA
"Salzgitter, Stadt",c4d4bb49,NA,NA,NA
Schwerin,1a0baa0d,NA,NA,NA
Schwerin,9c9b3737,NA,NA,NA
Schwerin,d624d9f7,NA,NA,NA
Schwerin,e90247f9,NA,NA,NA
St. Wendel,11b132c5,NA,NA,NA
Straubing,4d609879,NA,NA,NA
Straubing,f00caeb0,NA,NA,NA
Stuttgart,02e92e42,NA,NA,NA
Stuttgart,088f8d21,NA,NA,NA
Stuttgart,1061d397,NA,NA,NA
Stuttgart,32cdd45a,NA,NA,NA
Stuttgart,5155f547,NA,NA,NA
Stuttgart,892bbd3e,NA,NA,NA
Stuttgart,8a9832ef,NA,NA,NA
Stuttgart,9485a7ca,NA,NA,NA
Stuttgart,b3c11294,NA,NA,NA
Stuttgart,cbb4218a,NA,NA,NA
Stuttgart,d23ee57d,NA,NA,NA
Stuttgart,dbb06ebf,NA,NA,NA
Stuttgart,f02109fb,NA,NA,NA
Stuttgart,f0969cd6,NA,NA,NA
Städteregion Aachen,05417701,NA,NA,NA
Städteregion Aachen,0cb91bea,NA,NA,NA
Städteregion Aachen,809b9ad5,NA,NA,NA
Städteregion Aachen,911e0e43,NA,NA,NA
Städteregion Aachen,e87deeab,NA,NA,NA
Städteregion Aachen,faaa57e7,NA,NA,NA
Städteregion Aachen,fef72fbb,NA,NA,NA
"Trier, kreisfreie Stadt",0ba01044,NA,NA,NA
Ulm,14ed74b0,NA,NA,NA
Ulm,a7556ad9,NA,NA,NA
Ulm,d6ba1700,NA,NA,NA
Weiden i.d.OPf.,df25b295,NA,NA,NA
Weiden i.d.OPf.,efdd4c22,NA,NA,NA
"Weimar, Stadt",618b76fb,NA,NA,NA
"Weimar, Stadt",c5930c09,NA,NA,NA
"Weimar, Stadt",d08d4b1c,NA,NA,NA
"Weimar, Stadt",eda8d06e,NA,NA,NA
"Wiesbaden, Landeshauptstadt",6655157e,NA,NA,NA
"Wiesbaden, Landeshauptstadt",7ce47edb,NA,NA,NA
"Wiesbaden, Landeshauptstadt",8d684151,NA,NA,NA
"Wiesbaden, Landeshauptstadt",9797d5d2,NA,NA,NA
"Wilhelmshaven, Stadt",137e19bb,NA,NA,NA
"Wolfsburg, Stadt",67c05fbb,NA,NA,NA
"Wolfsburg, Stadt",a156ca66,NA,NA,NA
"Wolfsburg, Stadt",f684eeee,NA,NA,NA
"Worms, kreisfreie Stadt",d7dddabf,NA,NA,NA
Wunsiedel i.Fichtelgebirge,8e16ed43,NA,NA,NA
"Wuppertal, Stadt",56e3a627,NA,NA,NA
"Wuppertal, Stadt",5aa2f27e,NA,NA,NA
"Wuppertal, Stadt",a5b3ab7e,NA,NA,NA
"Wuppertal, Stadt",a6afbc49,NA,NA,NA
"Wuppertal, Stadt",dbe425bb,NA,NA,NA
"Zweibrücken, kreisfreie Stadt",0540aceb,NA,NA,NA
