hh_id,hhline,study_site,hhmem_relation_ego,hhmem_age,hhmem_gender,sleep_room_ego,hh_access_to_water,hh_toilet,hh_shared_toilet,hh_electricity,hh_refridgerator,hh_radio,hh_television,type_house,type_floor
HH1,1,2,Father,36,M,1,1,1,1,1,0,1,1,3,3
HH1,2,2,Mother,31,F,1,1,1,1,1,0,1,1,3,3
HH1,3,2,Brother,12,M,0,1,1,1,1,0,1,1,3,3
HH1,4,2,Brother,5,M,0,1,1,1,1,0,1,1,3,3
HH2,1,2,Grandmother,55,F,1, , , , , , , , , 
HH2,2,2,Other relative,7,M,1, , , , , , , , , 
HH2,3,2,Grandfather,60,M,1, , , , , , , , , 
HH2,4,2,Father,31,M,0, , , , , , , , , 
HH3,1,2,Mother,37,F,0,1,1,1,1,0,0,0,3,3
HH3,2,2,Father,43,M,0,1,1,1,1,0,0,0,3,3
HH4,1,2,Mother,28,F,1,5,2,1,0,0,0,0,4,3
HH4,2,2,Nephew,21,M,0,5,2,1,0,0,0,0,4,3
HH4,3,2,Sister,9,F,1,5,2,1,0,0,0,0,4,3
HH4,4,2,Brother,4,M,1,5,2,1,0,0,0,0,4,3
HH5,1,2,Wife,35,F,1,1,1,1,1,0,1,1,3,3
HH5,2,2,Son,10,M,0,1,1,1,1,0,1,1,3,3
HH5,3,2,Other relative,39,M,0,1,1,1,1,0,1,1,3,3
HH5,4,2,Aunt,36,F,0,1,1,1,1,0,1,1,3,3
HH5,5,2,Son,12,M,0,1,1,1,1,0,1,1,3,3
HH5,6,2,Daughter,10,F,0,1,1,1,1,0,1,1,3,3
HH5,7,2,Daughter,2,F,0,1,1,1,1,0,1,1,3,3
HH6,1,2,Father,47,M,0,2,2,2,1,1,1,1,3,3
HH6,2,2,Mother,39,F,0,2,2,2,1,1,1,1,3,3
HH6,3,2,Brother,10,M,1,2,2,2,1,1,1,1,3,3
HH6,4,2,Brother,5,M,1,2,2,2,1,1,1,1,3,3
HH7,1,2,Sister,14,F,1,2,1,1,1,1,1,1,3,3
HH7,2,2,Sister,11,F,0,2,1,1,1,1,1,1,3,3
HH7,3,2,Sister,4,F,1,2,1,1,1,1,1,1,3,3
HH7,4,2,Mother,30,F,0,2,1,1,1,1,1,1,3,3
HH7,5,2,Father,40,M,0,2,1,1,1,1,1,1,3,3
HH7,6,2,Sister,0,F,0,2,1,1,1,1,1,1,3,3
HH8,1,2,Sister,7,F,0,4,2,1,0,0,0,0,3,3
HH8,2,2,Sister,6,F,0,4,2,1,0,0,0,0,3,3
HH8,3,2,Mother,30,F,1,4,2,1,0,0,0,0,3,3
HH8,4,2,Father,42,M,1,4,2,1,0,0,0,0,3,3
HH9,1,2,Wife,52,F,1,1,2,1,0,0,1,0,3,3
HH9,2,2,Daughter,19,F,0,1,2,1,0,0,1,0,3,3
HH9,3,2,Son,18,M,0,1,2,1,0,0,1,0,3,3
HH9,4,2,Son-in-law,21,M,0,1,2,1,0,0,1,0,3,3
HH9,5,2,Mother-in-law,81,F,0,1,2,1,0,0,1,0,3,3
HH9,6,2,Not related,46,M,0,1,2,1,0,0,1,0,3,3
HH10,1,2,Wife,33,F,1,2,2,1,1,0,1,1,3,3
HH10,2,2,Daughter,12,F,0,2,2,1,1,0,1,1,3,3
HH10,3,2,Son,1,M,1,2,2,1,1,0,1,1,3,3
HH10,4,2,Son,7,M,0,2,2,1,1,0,1,1,3,3
HH11,1,2,Father,32,M,0,2,2,2,1,0,1,1,3,3
HH11,2,2,Mother,30,F,0,2,2,2,1,0,1,1,3,3
HH11,3,2,Brother,8,M,1,2,2,2,1,0,1,1,3,3
HH12,1,2,Mother,36,F,1,1,1,1,1,0,1,1,3,3
HH13,1,2,Daughter,26,F,1, , , , , , , , , 
HH13,2,2,Son,28,M,0, , , , , , , , , 
HH14,1,2,Wife,58,F,1,5,2,1,0,0,1,1,3,3
HH14,2,2,Grandchild,7,M,1,5,2,1,0,0,1,1,3,3
HH14,3,2,Grandchild,18,M,1,5,2,1,0,0,1,1,3,3
HH14,4,2,Grandchild,14,F,1,5,2,1,0,0,1,1,3,3
HH14,5,2,Grandchild,13,F,1,5,2,1,0,0,1,1,3,3
HH15,1,2,Mother,35,F,1,5,2,1,0,0,1,0,3,3
HH15,2,2,Sister,9,F,1,5,2,1,0,0,1,0,3,3
HH15,3,2,Sister,6,F,1,5,2,1,0,0,1,0,3,3
HH17,1,2,Brother,,M,1,1,1,2,1,1,0,1,3,3
HH17,2,2,Father,32,M,1,1,1,2,1,1,0,1,3,3
HH17,3,2,Mother,23,F,1,1,1,2,1,1,0,1,3,3
HH17,4,2,Sister,3,F,1,1,1,2,1,1,0,1,3,3
HH17,5,2,Mother,25,F,1,1,1,2,1,1,0,1,3,3
HH17,6,2,Father,32,M,1,1,1,2,1,1,0,1,3,3
HH18,1,2,Grandmother,48,F,1, , , , , , , , , 
HH18,2,2,Father-in-law,17,M,0, , , , , , , , , 
HH19,1,2,Husband,58,M,1, , , , , , , , , 
HH19,2,2,Daughter,19,F,0, , , , , , , , , 
HH19,3,2,Daughter,32,F,0, , , , , , , , , 
HH19,4,2,Grandchild,10,F,0, , , , , , , , , 
HH19,5,2,Grandchild,7,F,0, , , , , , , , , 
HH19,6,2,Grandchild,0,F,0, , , , , , , , , 
HH20,1,2,Grandmother,53,F,0,1,2,1,0,0,0,0,3,3
HH21,1,2,Husband,39,M,1,5,2,1,0,0,0,0,3,3
HH21,2,2,Daughter,14,F,0,5,2,1,0,0,0,0,3,3
HH21,3,2,Son,9,M,0,5,2,1,0,0,0,0,3,3
HH21,4,2,Daughter,6,F,0,5,2,1,0,0,0,0,3,3
HH21,5,2,Daughter,2,F,0,5,2,1,0,0,0,0,3,3
HH21,6,2,Daughter,2,F,0,5,2,1,0,0,0,0,3,3
HH22,1,2,Mother,25,F,0,1,1,2,1,1,1,1,3,3
HH22,2,2,Aunt,26,F,1,1,1,2,1,1,1,1,3,3
HH22,3,2,Stepfather,26,M,0,1,1,2,1,1,1,1,3,3
HH22,4,2,Cousin,1,M,0,1,1,2,1,1,1,1,3,3
HH23,1,2,Mother,30,F,0,5,2,1,1,0,1,0,3,3
HH23,2,2,Sister,9,F,1,5,2,1,1,0,1,0,3,3
HH23,3,2,Sister,6,F,1,5,2,1,1,0,1,0,3,3
HH24,1,2,Mother,28,F,1,2,2,1,0,0,0,0,3,3
HH24,2,2,Sister,10,F,1,2,2,1,0,0,0,0,3,3
HH25,1,2,Mother,37,F,0,2,2,1,0,0,0,0,3,3
HH25,2,2,Brother,20,M,1,2,2,1,0,0,0,0,3,3
HH25,3,2,Sister,15,F,0,2,2,1,0,0,0,0,3,3
HH26,1,2,wife,52,F,1,1,2,1,0,0,0,0,3,3
HH26,2,2,daughter,32,F,0,1,2,1,0,0,0,0,3,3
HH26,3,2,Grandchild,7,F,0,1,2,1,0,0,0,0,3,3
HH26,4,2,Grandchild,7,M,0,1,2,1,0,0,0,0,3,3
HH26,5,2,Mother-in-law,55,F,0,1,2,1,0,0,0,0,3,3
HH27,1,2,Mother,30,F,0,2,1,1,0,0,0,0,3,3
HH27,2,2,Stepfather,40,M,0,2,1,1,0,0,0,0,3,3
HH27,3,2,Sister,11,F,1,2,1,1,0,0,0,0,3,3
HH27,4,2,Brother,1,M,0,2,1,1,0,0,0,0,3,3
HH27,5,2,Aunt,11,F,1,2,1,1,0,0,0,0,3,3
HH27,6,2,Sister,15,F,1,2,1,1,0,0,0,0,3,3
HH28,1,2,Brother,19,M,0,2,3,1,0,1,1,1,3,3
HH28,2,2,Father,42,M,0,2,3,1,0,1,1,1,3,3
HH28,3,2,Mother,38,F,0,2,3,1,0,1,1,1,3,3
HH29,1,2,Husband,37,M,1,2,1,1,0,0,1,0,3,3
HH29,2,2,Brother,21,M,0,2,1,1,0,0,1,0,3,3
HH30,1,2,Father,32,M,1,1,1,1,1,1,1,1,3,3
HH30,2,2,Mother,22,F,1,1,1,1,1,1,1,1,3,3
HH31,1,2,Mother,33,F,1,1,1,1,1,1,0,0,3,3
HH31,2,2,not related,19,F,1,1,1,1,1,1,0,0,3,3
HH31,3,2,Cousin,11,M,0,1,1,1,1,1,0,0,3,3
HH31,4,2,Cousin,4,M,0,1,1,1,1,1,0,0,3,3
HH31,5,2,Sister,4,F,1,1,1,1,1,1,0,0,3,3
HH31,6,2,Uncle,37,M,0,1,1,1,1,1,0,0,3,3
HH32,1,2,Husband,33,M,1,2,1,1,1,1,1,1,3,3
HH32,2,2,Daughter,8,F,1,2,1,1,1,1,1,1,3,3
HH32,3,2,Son,2,M,1,2,1,1,1,1,1,1,3,3
HH33,1,2,Father,41,M,1, , , , , , , , , 
HH33,2,2,Sister,15,F,0, , , , , , , , , 
HH33,3,2,Sister,12,F,0, , , , , , , , , 
HH33,4,2,Sister,7,F,0, , , , , , , , , 
HH33,5,2,Mother,35,F,1, , , , , , , , , 
HH34,1,2,Father,36,M,0, , , , , , , , , 
HH34,2,2,Mother,35,F,0, , , , , , , , , 
HH34,3,2,Sister,10,F,1, , , , , , , , , 
HH35,1,2,Brother,9,M,0, , , , , , , , , 
HH35,2,2,Mother,32,F,1, , , , , , , , , 
HH36,1,2,Other relative,19,F,1,1,1,1,0,0,1,1,3,3
HH36,2,2,Brother,24,M,1,1,1,1,0,0,1,1,3,3
HH36,3,2,Aunt,46,F,0,1,1,1,0,0,1,1,3,3
HH36,4,2,not related,23,F,0,1,1,1,0,0,1,1,3,3
HH37,1,2,Husband,29,M,1,1,1,1,0,0,0,0,3,3
HH37,2,2,Grandmother,60,F,0,1,1,1,0,0,0,0,3,3
HH37,3,2,Daughter,4,F,1,1,1,1,0,0,0,0,3,3
HH37,4,2,Nephew,7,M,0,1,1,1,0,0,0,0,3,3
HH38,1,2,Father,60,M,0,2,1,1,1,1,1,1,3,3
HH38,2,2,Mother,30,F,0,2,1,1,1,1,1,1,3,3
HH38,3,2,Sister,10,F,1,2,1,1,1,1,1,1,3,3
HH38,4,2,Brother,1,M,0,2,1,1,1,1,1,1,3,3
HH40,1,2,son,24,M,0,1,1,2,1,1,1,1,3,3
HH40,2,2,son,20,M,0,1,1,2,1,1,1,1,3,3
HH40,3,2,daughter,10,F,1,1,1,2,1,1,1,1,3,3
HH40,4,2,daughter,6,F,1,1,1,2,1,1,1,1,3,3
HH40,5,2,son,6,M,0,1,1,2,1,1,1,1,3,3
HH41,1,2,Son,6,M,1,2,1,3,0,0,0,0,3,3
HH42,1,2,Mother,38,F,1,3,2,2,0,0,0,0,3,3
HH42,2,2,Brother,13,M,1,3,2,2,0,0,0,0,3,3
HH42,3,2,Brother,6,M,1,3,2,2,0,0,0,0,3,3
HH43,1,2,Mother,46,F,0,6,2,1,0,0,0,0,3,3
HH43,2,2,Niece,22,F,0,6,2,1,0,0,0,0,3,3
HH43,3,2,Husband,24,M,1,6,2,1,0,0,0,0,3,3
HH44,1,2,Husband,38,M,1,1,3,1,0,1,1,1,3,3
HH44,2,2,Son,14,M,0,1,3,1,0,1,1,1,3,3
HH44,3,2,Son,9,M,0,1,3,1,0,1,1,1,3,3
HH44,4,2,Nephew,9,M,0,1,3,1,0,1,1,1,3,3
HH45,1,2,Son,20,M,0,1,2,1,0,0,1,0,3,3
HH45,2,2,Daughter,16,F,0,1,2,1,0,0,1,0,3,3
HH45,3,2,Daughter,13,F,0,1,2,1,0,0,1,0,3,3
HH45,4,2,Son,3,M,1,1,2,1,0,0,1,0,3,3
HH47,1,2,Daughter,6,F,1,2,1,1,1,1,0,1,3,3
HH48,1,2,Uncle,32,M,0,1,1,1,1,0,0,0,3,3
HH48,2,2,Grandmother,58,F,1,1,1,1,1,0,0,0,3,3
HH49,1,2,Daughter,31,F,0,4,2,1,0,0,0,0,3,3
HH49,2,2,Grandchild,2,M,1,4,2,1,0,0,0,0,3,3
HH49,3,2,Grandchild,3,F,1,4,2,1,0,0,0,0,3,3
HH49,4,2,Grandchild,7,F,1,4,2,1,0,0,0,0,3,3
HH49,5,2,Grandchild,6,F,1,4,2,1,0,0,0,0,3,3
HH49,6,2,Grandchild,0,F,0,4,2,1,0,0,0,0,3,3
HH49,7,2,Husband,38,M,1,4,2,1,0,0,0,0,3,3
HH49,8,2,Daughter-in-law,20,F,0,4,2,1,0,0,0,0,3,3
HH50,1,2,Daughter,20,F,1,1,1,2,0,0,0,0,3,3
HH51,1,2,Grandmother,38,F,1,2,2,1,0,0,1,0,3,3
HH51,2,2,Uncle,17,M,0,2,2,1,0,0,1,0,3,3
HH51,3,2,Uncle,16,M,1,2,2,1,0,0,1,0,3,3
HH51,4,2,other relative,16,F,0,2,2,1,0,0,1,0,3,3
HH51,5,2,Grandmother,22,F,0,2,2,1,0,0,1,0,3,3
HH52,1,2,Mother,27,F,1,3,2,2,0,0,0,0,3,3
HH52,2,2,Brother,10,M,1,3,2,2,0,0,0,0,3,3
HH53,1,2,Grandchild,25,M,0,2,3,1,0,0,0,0,4,1
HH53,2,2,Grandchild,17,M,0,2,3,1,0,0,0,0,4,1
HH53,3,2,Grandchild,11,M,0,2,3,1,0,0,0,0,4,1
HH53,4,2,Grandchild,2,M,1,2,3,1,0,0,0,0,4,1
HH55,1,2,Husband,39,M,1,1,3,1,0,0,1,1,3,3
HH55,2,2,Son,12,M,1,1,3,1,0,0,1,1,3,3
HH55,3,2,Daughter,6,F,1,1,3,1,0,0,1,1,3,3
HH55,4,2,Mother,35,F,1,1,3,1,0,0,1,1,3,3
HH55,5,2,Father,39,M,1,1,3,1,0,0,1,1,3,3
HH55,6,2,Sister,6,F,1,1,3,1,0,0,1,1,3,3
HH56,1,2,Sister,40,F,0,1,1,1,1,1,1,1,3,3
HH56,2,2,Daughter-in-law,22,F,0,1,1,1,1,1,1,1,3,3
HH56,3,2,Niece,20,F,0,1,1,1,1,1,1,1,3,3
HH56,4,2,Cousin,15,F,1,1,1,1,1,1,1,1,3,3
HH57,1,2,Mother,20,F,1,6,2,2,0,0,0,0,3,3
HH57,2,2,Uncle,19,M,0,6,2,2,0,0,0,0,3,3
HH57,3,2,brother,25,M,0,6,2,2,0,0,0,0,3,3
HH57,4,2,brother,22,M,0,6,2,2,0,0,0,0,3,3
HH57,5,2,other relative,20,F,0,6,2,2,0,0,0,0,3,3
HH58,1,2,Father,38,M,,2,3,1,1,1,1,1,3,3
HH58,2,2,Uncle,37,M,,2,3,1,1,1,1,1,3,3
HH58,3,2,Uncle,30,M,,2,3,1,1,1,1,1,3,3
HH58,4,2,Daughter,14,F,,2,3,1,1,1,1,1,3,3
HH58,5,2,Son,10,M,,2,3,1,1,1,1,1,3,3
HH58,6,2,Daughter,7,F,,2,3,1,1,1,1,1,3,3
HH58,7,2,Son,0,M,,2,3,1,1,1,1,1,3,3
HH59,1,2,Mother,38,F,0,3,2,2,0,0,0,0,3,3
HH59,2,2,Not related,30,F,0,3,2,2,0,0,0,0,3,3
HH60,1,2,Mother,68,F,0,6,2,1,0,0,1,0,3,3
HH61,1,2,Mother,30,F,1,1,1,2,1,0,0,1,3,3
HH61,2,2,Brother,11,M,1,1,1,2,1,0,0,1,3,3
HH62,1,2,Grandfather,65,M,0,1,1,1,1,0,0,1,3,3
HH62,2,2,Grandmother,60,F,0,1,1,1,1,0,0,1,3,3
HH62,3,2,Grandmother,63,F,1,1,1,1,1,0,0,1,3,3
HH62,4,2,Sister,9,F,1,1,1,1,1,0,0,1,3,3
HH62,5,2,Grandmother,48,F,1,1,1,1,1,0,0,1,3,3
HH62,6,2,Uncle,13,M,1,1,1,1,1,0,0,1,3,3
HH62,7,2,Uncle,7,M,1,1,1,1,1,0,0,1,3,3
HH62,8,2,Uncle,19,M,0,1,1,1,1,0,0,1,3,3
HH62,9,2,other relative,37,F,1,1,1,1,1,0,0,1,3,3
HH63,1,2,Husband,37,M,1,1,1,1,1,1,1,1,3,3
HH63,2,2,Son,3,M,1,1,1,1,1,1,1,1,3,3
HH64,1,2,Daughter,10,F,0,1,1,1,1,0,1,1,3,3
HH64,2,2,Husband,35,M,1,1,1,1,1,0,1,1,3,3
HH64,3,2,Son,6,M,0,1,1,1,1,0,1,1,3,3
HH66,1,2,Uncle,65,M,0, , , , , , , , , 
HH66,2,2,Uncle,40,M,1, , , , , , , , , 
HH66,3,2,Aunt,52,F,0, , , , , , , , , 
HH66,4,2,Brother,19,M,1, , , , , , , , , 
HH67,1,2,Mother,39,F,0,2,2,1,1,1,0,1,3,3
HH67,2,2,Brother,17,M,0,2,2,1,1,1,0,1,3,3
HH67,3,2,Brother,12,M,0,2,2,1,1,1,0,1,3,3
HH68,1,2,Wife,28,F,1,2,1,1,1,0,1,1,3,3
HH68,2,2,Son,0,M,1,2,1,1,1,0,1,1,3,3
HH68,3,2,Aunt,24,F,0,2,1,1,1,0,1,1,3,3
HH68,4,2,Aunt,2,F,0,2,1,1,1,0,1,1,3,3
HH69,1,2,Father,,M,0,2,1,1,0,0,1,1,3,3
HH69,2,2,Mother,,F,0,2,1,1,0,0,1,1,3,3
HH69,3,2,Brother,,M,1,2,1,1,0,0,1,1,3,3
HH69,4,2,Brother,,M,1,2,1,1,0,0,1,1,3,3
HH69,5,2,Brother,,M,1,2,1,1,0,0,1,1,3,3
HH70,1,2,Husband,57,M,1, , , , , , , , , 
HH70,2,2,Nephew,12,M,1, , , , , , , , , 
HH70,3,2,Nephew,10,M,1, , , , , , , , , 
HH70,4,2,Nephew,5,M,1, , , , , , , , , 
HH71,1,2,son,3,M,1,2,1,1,1,0,1,1,3,3
HH71,2,2,son,9,M,1,2,1,1,1,0,1,1,3,3
HH71,3,2,son,0,M,1,2,1,1,1,0,1,1,3,3
HH71,4,2,husband,42,M,1,2,1,1,1,0,1,1,3,3
HH72,1,2,Mother,35,F,,5,3,1,0,0,0,0,2,3
HH72,2,2,Brother,14,M,,5,3,1,0,0,0,0,2,3
HH72,3,2,Sister,6,F,,5,3,1,0,0,0,0,2,3
HH72,4,2,Brother,0,M,,5,3,1,0,0,0,0,2,3
HH72,5,2,Mother,35,F,1,5,3,1,0,0,0,0,2,3
HH72,6,2,Brother,14,M,1,5,3,1,0,0,0,0,2,3
HH72,7,2,Brother,11,M,1,5,3,1,0,0,0,0,2,3
HH72,8,2,Sister,6,F,1,5,3,1,0,0,0,0,2,3
HH73,1,2,Brother,27,M,1,1,1,1,0,0,1,1,3,3
HH73,2,2,Grandmother,43,F,0,1,1,1,0,0,1,1,3,3
HH73,3,2,Grandfather,57,M,0,1,1,1,0,0,1,1,3,3
HH73,4,2,Brother,8,M,1,1,1,1,0,0,1,1,3,3
HH73,5,2,Brother,5,M,0,1,1,1,0,0,1,1,3,3
HH73,6,2,Sister,4,F,0,1,1,1,0,0,1,1,3,3
HH73,7,2,Sister,10,F,1,1,1,1,0,0,1,1,3,3
HH73,8,2,Sister,16,F,1,1,1,1,0,0,1,1,3,3
HH75,1,2,Wife,56,F,1,5,2,1,0,0,1,0,2,1
HH75,2,2,Son,26,M,0,5,2,1,0,0,1,0,2,1
HH76,1,2,Mother,29,F,1,5,3,1,0,0,0,0,2,2
HH76,2,2,Father,39,M,1,5,3,1,0,0,0,0,2,2
HH76,3,2,Brother,15,M,0,5,3,1,0,0,0,0,2,2
HH76,4,2,Brother,11,M,1,5,3,1,0,0,0,0,2,2
HH76,5,2,Sister,13,F,1,5,3,1,0,0,0,0,2,2
HH76,6,2,Sister,7,F,0,5,3,1,0,0,0,0,2,2
HH76,7,2,Nephew,20,M,0,5,3,1,0,0,0,0,2,2
HH77,1,2,Mother,43,F,1,5,3,2,0,0,1,0,3,3
HH78,1,2,Aunt,32,F,0,1,1,2,1,1,1,1,3,3
HH78,2,2,Uncle,37,M,0,1,1,2,1,1,1,1,3,3
HH78,3,2,Cousin,12,M,1,1,1,2,1,1,1,1,3,3
HH78,4,2,Cousin,8,F,1,1,1,2,1,1,1,1,3,3
HH78,5,2,Cousin,2,F,0,1,1,2,1,1,1,1,3,3
HH79,1,2,Mother,37,F,1,4,3,1,0,0,0,0,3,3
HH79,2,2,Father,46,M,1,4,3,1,0,0,0,0,3,3
HH79,3,2,Sister,17,F,0,4,3,1,0,0,0,0,3,3
HH79,4,2,Sister,7,F,0,4,3,1,0,0,0,0,3,3
HH79,5,2,Sister,4,F,0,4,3,1,0,0,0,0,3,3
HH79,6,2,Brother,13,M,0,4,3,1,0,0,0,0,3,3
HH79,7,2,Brother,10,M,0,4,3,1,0,0,0,0,3,3
HH79,8,2,Aunt,6,F,0,4,3,1,0,0,0,0,3,3
HH80,1,2,Mother,36,F,1,5,2,1,1,0,0,0,3,3
HH80,2,2,Grandmother,58,F,0,5,2,1,1,0,0,0,3,3
HH80,3,2,Grandfather,60,M,0,5,2,1,1,0,0,0,3,3
HH80,4,2,Sister,11,F,1,5,2,1,1,0,0,0,3,3
HH80,5,2,Sister,8,F,1,5,2,1,1,0,0,0,3,3
HH80,6,2,Sister,2,F,1,5,2,1,1,0,0,0,3,3
HH80,7,2,Aunt,25,F,1,5,2,1,1,0,0,0,3,3
HH80,8,2,Uncle,21,M,0,5,2,1,1,0,0,0,3,3
HH81,1,2,Father,26,M,1,5,2,1,0,0,1,0,3,3
HH81,2,2,Mother,25,F,1,5,2,1,0,0,1,0,3,3
HH82,1,2,Mother,62,F,0,6,2,1,0,0,0,0,3,3
HH82,2,2,Daughter,16,F,1,6,2,1,0,0,0,0,3,3
HH82,3,2,Son,11,M,0,6,2,1,0,0,0,0,3,3
HH82,4,2,Son,10,M,0,6,2,1,0,0,0,0,3,3
HH82,5,2,Son,8,M,0,6,2,1,0,0,0,0,3,3
HH83,1,2,husband,34,M,1,5,2,1,0,0,1,0,3,3
HH83,2,2,son,2,M,1,5,2,1,0,0,1,0,3,3
HH84,1,2,Brother,20,M,0,5,2,1,0,0,1,0,2,3
HH84,2,2,Brother,20,M,0,5,2,1,0,0,1,0,2,3
HH84,3,2,Sister,9,F,1,5,2,1,0,0,1,0,2,3
HH84,4,2,Mother,44,F,0,5,2,1,0,0,1,0,2,3
HH84,5,2,Father,41,M,0,5,2,1,0,0,1,0,2,3
HH85,1,2,Mother,27,F,1,5,2,2,0,0,0,0,2,3
HH85,2,2,Father,33,M,1,5,2,2,0,0,0,0,2,3
HH85,3,2,Brother,10,M,0,5,2,2,0,0,0,0,2,3
HH85,4,2,Brother,6,M,0,5,2,2,0,0,0,0,2,3
HH85,5,2,Brother,3,M,0,5,2,2,0,0,0,0,2,3
HH86,1,2,Father,58,M,1,2,1,1,0,0,0,0,3,3
HH87,1,2,Mother,53,F,1,5,2,1,0,0,0,0,3,3
HH88,1,2,Grandmother,62,F,1,3,5, ,0,0,0,0,3,1
HH88,2,2,Sister,14,F,1,3,5, ,0,0,0,0,3,1
HH88,3,2,Sister,4,F,1,3,5, ,0,0,0,0,3,1
HH89,1,2,Aunt,51,F,0,6,5, ,0,0,1,0,1,1
HH89,2,2,Niece,9,F,1,6,5, ,0,0,1,0,1,1
HH91,1,2,Sister,13,F,1,5,2,1,0,0,0,0,3,3
HH91,2,2,Mother,33,F,1,5,2,1,0,0,0,0,3,3
HH92,1,2,Mother,31,F,0,5,2,1,0,0,1,0,3,3
HH92,2,2,Father,35,M,0,5,2,1,0,0,1,0,3,3
HH92,3,2,Sister,6,F,0,5,2,1,0,0,1,0,3,3
HH93,1,2,Mother,49,F,1, , , , , , , , , 
HH93,2,2,Brother,26,M,1, , , , , , , , , 
HH93,3,2,Brother,21,M,0, , , , , , , , , 
HH93,4,2,Sister,19,F,1, , , , , , , , , 
HH93,5,2,Brother,13,M,0, , , , , , , , , 
HH93,6,2,Daughter-in-law,19,F,0, , , , , , , , , 
HH93,7,2,Brother,5,M,1, , , , , , , , , 
HH93,8,2,Son,7,M,1, , , , , , , , , 
HH93,9,2,Son,4,M,1, , , , , , , , , 
HH94,1,2,Sister,12,F,1,5,5, ,0,0,0,0,2,3
HH94,2,2,Sister,6,F,1,5,5, ,0,0,0,0,2,3
HH94,3,2,Mother,33,F,0,5,5, ,0,0,0,0,2,3
HH94,4,2,Father,34,M,0,5,5, ,0,0,0,0,2,3
HH95,1,2,Mother,53,F,0,5,2,1,1,0,1,1,3,3
HH95,2,2,Son,6,M,0,5,2,1,1,0,1,1,3,3
HH95,3,2,Daughter,2,F,0,5,2,1,1,0,1,1,3,3
HH95,4,2,Brother,18,M,0,5,2,1,1,0,1,1,3,3
HH96,1,2,Husband,33,M,1,5,2,1,0,0,1,1,3,3
HH96,2,2,Son,6,M,0,5,2,1,0,0,1,1,3,3
HH96,3,2,Son,2,M,0,5,2,1,0,0,1,1,3,3
HH96,4,2,Father,33,M,0,5,2,1,0,0,1,1,3,3
HH96,5,2,Mother,24,F,0,5,2,1,0,0,1,1,3,3
HH96,6,2,Brother,2,M,1,5,2,1,0,0,1,1,3,3
HH97,1,2,Grandmother,68,F,1,5,3,1,0,0,0,0,2,3
HH97,2,2,Brother,10,M,1,5,3,1,0,0,0,0,2,3
HH97,3,2,Sister,13,F,1,5,3,1,0,0,0,0,2,3
HH97,4,2,Sister,6,F,1,5,3,1,0,0,0,0,2,3
HH97,5,2,Cousin,13,F,1,5,3,1,0,0,0,0,2,3
HH97,6,2,Cousin,10,F,1,5,3,1,0,0,0,0,2,3
HH98,1,2,Nephew,16,M,0,5,2,1,0,0,1,1,3,3
HH98,2,2,Grandchild,12,F,0,5,2,1,0,0,1,1,3,3
HH99,1,2,Father,34,M,1, , , , , , , , , 
HH99,2,2,Mother,29,F,1, , , , , , , , , 
HH99,3,2,Brother,12,M,0, , , , , , , , , 
HH99,4,2,Sister,9,F,0, , , , , , , , , 
HH99,5,2,Sister,4,F,0, , , , , , , , , 
HH100,1,2,Father,62,M,0,5,2,1,0,0,0,0,3,3
HH100,2,2,Mother,51,F,0,5,2,1,0,0,0,0,3,3
HH100,3,2,Brother,25,M,1,5,2,1,0,0,0,0,3,3
HH100,4,2,Brother,23,M,1,5,2,1,0,0,0,0,3,3
HH100,5,2,Brother,20,M,1,5,2,1,0,0,0,0,3,3
HH100,6,2,Brother,26,M,1,5,2,1,0,0,0,0,3,3
HH100,7,2,Sister,28,F,0,5,2,1,0,0,0,0,3,3
HH100,8,2,Nephew,6,M,0,5,2,1,0,0,0,0,3,3
HH100,9,2,Niece,0,F,0,5,2,1,0,0,0,0,3,3
HH101,1,2,Mother,49,F,0,5,2,1,0,0,1,0,3,3
HH101,2,2,Brother,16,M,0,5,2,1,0,0,1,0,3,3
HH101,3,2,Brother,19,M,0,5,2,1,0,0,1,0,3,3
HH102,1,2,Mother,44,F,1,5,2,2,0,0,0,0,3,3
HH102,2,2,Brother,20,M,0,5,2,2,0,0,0,0,3,3
HH103,1,2,Mother,38,F,1, , , , , , , , , 
HH103,2,2,Father,39,M,1, , , , , , , , , 
HH103,3,2,Brother,20,M,0, , , , , , , , , 
HH103,4,2,Brother,17,M,0, , , , , , , , , 
HH103,5,2,Sister,14,F,0, , , , , , , , , 
HH103,6,2,Sister,6,F,0, , , , , , , , , 
HH104,1,2,Father,28,M,0,5,2,1,0,0,0,0,3,1
HH104,2,2,Mother,35,F,0,5,2,1,0,0,0,0,3,1
HH104,3,2,Sister,9,F,1,5,2,1,0,0,0,0,3,1
HH105,1,2,Grandfather,64,M,0,4,3,1,0,0,0,1,3,1
HH105,2,2,Grandmother,59,F,0,4,3,1,0,0,0,1,3,1
HH105,3,2,Father-in-law,28,M,0,4,3,1,0,0,0,1,3,1
HH105,4,2,Father-in-law,26,M,0,4,3,1,0,0,0,1,3,1
HH105,5,2,Father-in-law,24,M,0,4,3,1,0,0,0,1,3,1
HH105,6,2,Father-in-law,22,M,0,4,3,1,0,0,0,1,3,1
HH105,7,2,Father-in-law,9,M,1,4,3,1,0,0,0,1,3,1
HH105,8,2,Mother-in-law,19,F,0,4,3,1,0,0,0,1,3,1
