hh_id,hhline,hh_member_id,study_site,hhmem_relation_ego,hhmem_age,hhmem_gender,sleep_room_ego,hh_access_to_water,hh_toilet,hh_shared_toilet,hh_electricity,hh_refridgerator,hh_radio,hh_television,type_house,type_floor
HH1,1,HH1_1,2,Father,36,M,1,1,1,1,1,0,1,1,3,3
HH1,2,HH1_2,2,Mother,31,F,1,1,1,1,1,0,1,1,3,3
HH1,3,HH1_3,2,Brother,12,M,0,1,1,1,1,0,1,1,3,3
HH1,4,HH1_4,2,Brother,5,M,0,1,1,1,1,0,1,1,3,3
HH2,1,HH2_1,2,Grandmother,55,F,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH2,2,HH2_2,2,Other relative,7,M,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH2,3,HH2_3,2,Grandfather,60,M,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH2,4,HH2_4,2,Father,31,M,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH3,1,HH3_1,2,Mother,37,F,0,1,1,1,1,0,0,0,3,3
HH3,2,HH3_2,2,Father,43,M,0,1,1,1,1,0,0,0,3,3
HH4,1,HH4_1,2,Mother,28,F,1,5,2,1,0,0,0,0,4,3
HH4,2,HH4_2,2,Nephew,21,M,0,5,2,1,0,0,0,0,4,3
HH4,3,HH4_3,2,Sister,9,F,1,5,2,1,0,0,0,0,4,3
HH4,4,HH4_4,2,Brother,4,M,1,5,2,1,0,0,0,0,4,3
HH5,1,HH5_1,2,Wife,35,F,1,1,1,1,1,0,1,1,3,3
HH5,2,HH5_2,2,Son,10,M,0,1,1,1,1,0,1,1,3,3
HH5,3,HH5_3,2,Other relative,39,M,0,1,1,1,1,0,1,1,3,3
HH5,4,HH5_4,2,Aunt,36,F,0,1,1,1,1,0,1,1,3,3
HH5,5,HH5_5,2,Son,12,M,0,1,1,1,1,0,1,1,3,3
HH5,6,HH5_6,2,Daughter,10,F,0,1,1,1,1,0,1,1,3,3
HH5,7,HH5_7,2,Daughter,2,F,0,1,1,1,1,0,1,1,3,3
HH6,1,HH6_1,2,Father,47,M,0,2,2,2,1,1,1,1,3,3
HH6,2,HH6_2,2,Mother,39,F,0,2,2,2,1,1,1,1,3,3
HH6,3,HH6_3,2,Brother,10,M,1,2,2,2,1,1,1,1,3,3
HH6,4,HH6_4,2,Brother,5,M,1,2,2,2,1,1,1,1,3,3
HH7,1,HH7_1,2,Sister,14,F,1,2,1,1,1,1,1,1,3,3
HH7,2,HH7_2,2,Sister,11,F,0,2,1,1,1,1,1,1,3,3
HH7,3,HH7_3,2,Sister,4,F,1,2,1,1,1,1,1,1,3,3
HH7,4,HH7_4,2,Mother,30,F,0,2,1,1,1,1,1,1,3,3
HH7,5,HH7_5,2,Father,40,M,0,2,1,1,1,1,1,1,3,3
HH7,6,HH7_6,2,Sister,0,F,0,2,1,1,1,1,1,1,3,3
HH8,1,HH8_1,2,Sister,7,F,0,4,2,1,0,0,0,0,3,3
HH8,2,HH8_2,2,Sister,6,F,0,4,2,1,0,0,0,0,3,3
HH8,3,HH8_3,2,Mother,30,F,1,4,2,1,0,0,0,0,3,3
HH8,4,HH8_4,2,Father,42,M,1,4,2,1,0,0,0,0,3,3
HH9,1,HH9_1,2,Wife,52,F,1,1,2,1,0,0,1,0,3,3
HH9,2,HH9_2,2,Daughter,19,F,0,1,2,1,0,0,1,0,3,3
HH9,3,HH9_3,2,Son,18,M,0,1,2,1,0,0,1,0,3,3
HH9,4,HH9_4,2,Son-in-law,21,M,0,1,2,1,0,0,1,0,3,3
HH9,5,HH9_5,2,Mother-in-law,81,F,0,1,2,1,0,0,1,0,3,3
HH9,6,HH9_6,2,Not related,46,M,0,1,2,1,0,0,1,0,3,3
HH10,1,HH10_1,2,Wife,33,F,1,2,2,1,1,0,1,1,3,3
HH10,2,HH10_2,2,Daughter,12,F,0,2,2,1,1,0,1,1,3,3
HH10,3,HH10_3,2,Son,1,M,1,2,2,1,1,0,1,1,3,3
HH10,4,HH10_4,2,Son,7,M,0,2,2,1,1,0,1,1,3,3
HH11,1,HH11_1,2,Father,32,M,0,2,2,2,1,0,1,1,3,3
HH11,2,HH11_2,2,Mother,30,F,0,2,2,2,1,0,1,1,3,3
HH11,3,HH11_3,2,Brother,8,M,1,2,2,2,1,0,1,1,3,3
HH12,1,HH12_1,2,Mother,36,F,1,1,1,1,1,0,1,1,3,3
HH13,1,HH13_1,2,Daughter,26,F,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH13,2,HH13_2,2,Son,28,M,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH14,1,HH14_1,2,Wife,58,F,1,5,2,1,0,0,1,1,3,3
HH14,2,HH14_2,2,Grandchild,7,M,1,5,2,1,0,0,1,1,3,3
HH14,3,HH14_3,2,Grandchild,18,M,1,5,2,1,0,0,1,1,3,3
HH14,4,HH14_4,2,Grandchild,14,F,1,5,2,1,0,0,1,1,3,3
HH14,5,HH14_5,2,Grandchild,13,F,1,5,2,1,0,0,1,1,3,3
HH15,1,HH15_1,2,Mother,35,F,1,5,2,1,0,0,1,0,3,3
HH15,2,HH15_2,2,Sister,9,F,1,5,2,1,0,0,1,0,3,3
HH15,3,HH15_3,2,Sister,6,F,1,5,2,1,0,0,1,0,3,3
HH17,1,HH17_1,2,Brother,NA,M,1,1,1,2,1,1,0,1,3,3
HH17,2,HH17_2,2,Father,32,M,1,1,1,2,1,1,0,1,3,3
HH17,3,HH17_3,2,Mother,23,F,1,1,1,2,1,1,0,1,3,3
HH17,4,HH17_4,2,Sister,3,F,1,1,1,2,1,1,0,1,3,3
HH17,5,HH17_5,2,Mother,25,F,1,1,1,2,1,1,0,1,3,3
HH17,6,HH17_6,2,Father,32,M,1,1,1,2,1,1,0,1,3,3
HH18,1,HH18_1,2,Grandmother,48,F,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH18,2,HH18_2,2,Father-in-law,17,M,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH19,1,HH19_1,2,Husband,58,M,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH19,2,HH19_2,2,Daughter,19,F,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH19,3,HH19_3,2,Daughter,32,F,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH19,4,HH19_4,2,Grandchild,10,F,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH19,5,HH19_5,2,Grandchild,7,F,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH19,6,HH19_6,2,Grandchild,0,F,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH20,1,HH20_1,2,Grandmother,53,F,0,1,2,1,0,0,0,0,3,3
HH21,1,HH21_1,2,Husband,39,M,1,5,2,1,0,0,0,0,3,3
HH21,2,HH21_2,2,Daughter,14,F,0,5,2,1,0,0,0,0,3,3
HH21,3,HH21_3,2,Son,9,M,0,5,2,1,0,0,0,0,3,3
HH21,4,HH21_4,2,Daughter,6,F,0,5,2,1,0,0,0,0,3,3
HH21,5,HH21_5,2,Daughter,2,F,0,5,2,1,0,0,0,0,3,3
HH21,6,HH21_6,2,Daughter,2,F,0,5,2,1,0,0,0,0,3,3
HH22,1,HH22_1,2,Mother,25,F,0,1,1,2,1,1,1,1,3,3
HH22,2,HH22_2,2,Aunt,26,F,1,1,1,2,1,1,1,1,3,3
HH22,3,HH22_3,2,Stepfather,26,M,0,1,1,2,1,1,1,1,3,3
HH22,4,HH22_4,2,Cousin,1,M,0,1,1,2,1,1,1,1,3,3
HH23,1,HH23_1,2,Mother,30,F,0,5,2,1,1,0,1,0,3,3
HH23,2,HH23_2,2,Sister,9,F,1,5,2,1,1,0,1,0,3,3
HH23,3,HH23_3,2,Sister,6,F,1,5,2,1,1,0,1,0,3,3
HH24,1,HH24_1,2,Mother,28,F,1,2,2,1,0,0,0,0,3,3
HH24,2,HH24_2,2,Sister,10,F,1,2,2,1,0,0,0,0,3,3
HH25,1,HH25_1,2,Mother,37,F,0,2,2,1,0,0,0,0,3,3
HH25,2,HH25_2,2,Brother,20,M,1,2,2,1,0,0,0,0,3,3
HH25,3,HH25_3,2,Sister,15,F,0,2,2,1,0,0,0,0,3,3
HH26,1,HH26_1,2,wife,52,F,1,1,2,1,0,0,0,0,3,3
HH26,2,HH26_2,2,daughter,32,F,0,1,2,1,0,0,0,0,3,3
HH26,3,HH26_3,2,Grandchild,7,F,0,1,2,1,0,0,0,0,3,3
HH26,4,HH26_4,2,Grandchild,7,M,0,1,2,1,0,0,0,0,3,3
HH26,5,HH26_5,2,Mother-in-law,55,F,0,1,2,1,0,0,0,0,3,3
HH27,1,HH27_1,2,Mother,30,F,0,2,1,1,0,0,0,0,3,3
HH27,2,HH27_2,2,Stepfather,40,M,0,2,1,1,0,0,0,0,3,3
HH27,3,HH27_3,2,Sister,11,F,1,2,1,1,0,0,0,0,3,3
HH27,4,HH27_4,2,Brother,1,M,0,2,1,1,0,0,0,0,3,3
HH27,5,HH27_5,2,Aunt,11,F,1,2,1,1,0,0,0,0,3,3
HH27,6,HH27_6,2,Sister,15,F,1,2,1,1,0,0,0,0,3,3
HH28,1,HH28_1,2,Brother,19,M,0,2,3,1,0,1,1,1,3,3
HH28,2,HH28_2,2,Father,42,M,0,2,3,1,0,1,1,1,3,3
HH28,3,HH28_3,2,Mother,38,F,0,2,3,1,0,1,1,1,3,3
HH29,1,HH29_1,2,Husband,37,M,1,2,1,1,0,0,1,0,3,3
HH29,2,HH29_2,2,Brother,21,M,0,2,1,1,0,0,1,0,3,3
HH30,1,HH30_1,2,Father,32,M,1,1,1,1,1,1,1,1,3,3
HH30,2,HH30_2,2,Mother,22,F,1,1,1,1,1,1,1,1,3,3
HH31,1,HH31_1,2,Mother,33,F,1,1,1,1,1,1,0,0,3,3
HH31,2,HH31_2,2,not related,19,F,1,1,1,1,1,1,0,0,3,3
HH31,3,HH31_3,2,Cousin,11,M,0,1,1,1,1,1,0,0,3,3
HH31,4,HH31_4,2,Cousin,4,M,0,1,1,1,1,1,0,0,3,3
HH31,5,HH31_5,2,Sister,4,F,1,1,1,1,1,1,0,0,3,3
HH31,6,HH31_6,2,Uncle,37,M,0,1,1,1,1,1,0,0,3,3
HH32,1,HH32_1,2,Husband,33,M,1,2,1,1,1,1,1,1,3,3
HH32,2,HH32_2,2,Daughter,8,F,1,2,1,1,1,1,1,1,3,3
HH32,3,HH32_3,2,Son,2,M,1,2,1,1,1,1,1,1,3,3
HH33,1,HH33_1,2,Father,41,M,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH33,2,HH33_2,2,Sister,15,F,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH33,3,HH33_3,2,Sister,12,F,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH33,4,HH33_4,2,Sister,7,F,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH33,5,HH33_5,2,Mother,35,F,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH34,1,HH34_1,2,Father,36,M,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH34,2,HH34_2,2,Mother,35,F,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH34,3,HH34_3,2,Sister,10,F,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH35,1,HH35_1,2,Brother,9,M,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH35,2,HH35_2,2,Mother,32,F,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH36,1,HH36_1,2,Other relative,19,F,1,1,1,1,0,0,1,1,3,3
HH36,2,HH36_2,2,Brother,24,M,1,1,1,1,0,0,1,1,3,3
HH36,3,HH36_3,2,Aunt,46,F,0,1,1,1,0,0,1,1,3,3
HH36,4,HH36_4,2,not related,23,F,0,1,1,1,0,0,1,1,3,3
HH37,1,HH37_1,2,Husband,29,M,1,1,1,1,0,0,0,0,3,3
HH37,2,HH37_2,2,Grandmother,60,F,0,1,1,1,0,0,0,0,3,3
HH37,3,HH37_3,2,Daughter,4,F,1,1,1,1,0,0,0,0,3,3
HH37,4,HH37_4,2,Nephew,7,M,0,1,1,1,0,0,0,0,3,3
HH38,1,HH38_1,2,Father,60,M,0,2,1,1,1,1,1,1,3,3
HH38,2,HH38_2,2,Mother,30,F,0,2,1,1,1,1,1,1,3,3
HH38,3,HH38_3,2,Sister,10,F,1,2,1,1,1,1,1,1,3,3
HH38,4,HH38_4,2,Brother,1,M,0,2,1,1,1,1,1,1,3,3
HH40,1,HH40_1,2,son,24,M,0,1,1,2,1,1,1,1,3,3
HH40,2,HH40_2,2,son,20,M,0,1,1,2,1,1,1,1,3,3
HH40,3,HH40_3,2,daughter,10,F,1,1,1,2,1,1,1,1,3,3
HH40,4,HH40_4,2,daughter,6,F,1,1,1,2,1,1,1,1,3,3
HH40,5,HH40_5,2,son,6,M,0,1,1,2,1,1,1,1,3,3
HH41,1,HH41_1,2,Son,6,M,1,2,1,3,0,0,0,0,3,3
HH42,1,HH42_1,2,Mother,38,F,1,3,2,2,0,0,0,0,3,3
HH42,2,HH42_2,2,Brother,13,M,1,3,2,2,0,0,0,0,3,3
HH42,3,HH42_3,2,Brother,6,M,1,3,2,2,0,0,0,0,3,3
HH43,1,HH43_1,2,Mother,46,F,0,6,2,1,0,0,0,0,3,3
HH43,2,HH43_2,2,Niece,22,F,0,6,2,1,0,0,0,0,3,3
HH43,3,HH43_3,2,Husband,24,M,1,6,2,1,0,0,0,0,3,3
HH44,1,HH44_1,2,Husband,38,M,1,1,3,1,0,1,1,1,3,3
HH44,2,HH44_2,2,Son,14,M,0,1,3,1,0,1,1,1,3,3
HH44,3,HH44_3,2,Son,9,M,0,1,3,1,0,1,1,1,3,3
HH44,4,HH44_4,2,Nephew,9,M,0,1,3,1,0,1,1,1,3,3
HH45,1,HH45_1,2,Son,20,M,0,1,2,1,0,0,1,0,3,3
HH45,2,HH45_2,2,Daughter,16,F,0,1,2,1,0,0,1,0,3,3
HH45,3,HH45_3,2,Daughter,13,F,0,1,2,1,0,0,1,0,3,3
HH45,4,HH45_4,2,Son,3,M,1,1,2,1,0,0,1,0,3,3
HH47,1,HH47_1,2,Daughter,6,F,1,2,1,1,1,1,0,1,3,3
HH48,1,HH48_1,2,Uncle,32,M,0,1,1,1,1,0,0,0,3,3
HH48,2,HH48_2,2,Grandmother,58,F,1,1,1,1,1,0,0,0,3,3
HH49,1,HH49_1,2,Daughter,31,F,0,4,2,1,0,0,0,0,3,3
HH49,2,HH49_2,2,Grandchild,2,M,1,4,2,1,0,0,0,0,3,3
HH49,3,HH49_3,2,Grandchild,3,F,1,4,2,1,0,0,0,0,3,3
HH49,4,HH49_4,2,Grandchild,7,F,1,4,2,1,0,0,0,0,3,3
HH49,5,HH49_5,2,Grandchild,6,F,1,4,2,1,0,0,0,0,3,3
HH49,6,HH49_6,2,Grandchild,0,F,0,4,2,1,0,0,0,0,3,3
HH49,7,HH49_7,2,Husband,38,M,1,4,2,1,0,0,0,0,3,3
HH49,8,HH49_8,2,Daughter-in-law,20,F,0,4,2,1,0,0,0,0,3,3
HH50,1,HH50_1,2,Daughter,20,F,1,1,1,2,0,0,0,0,3,3
HH51,1,HH51_1,2,Grandmother,38,F,1,2,2,1,0,0,1,0,3,3
HH51,2,HH51_2,2,Uncle,17,M,0,2,2,1,0,0,1,0,3,3
HH51,3,HH51_3,2,Uncle,16,M,1,2,2,1,0,0,1,0,3,3
HH51,4,HH51_4,2,other relative,16,F,0,2,2,1,0,0,1,0,3,3
HH51,5,HH51_5,2,Grandmother,22,F,0,2,2,1,0,0,1,0,3,3
HH52,1,HH52_1,2,Mother,27,F,1,3,2,2,0,0,0,0,3,3
HH52,2,HH52_2,2,Brother,10,M,1,3,2,2,0,0,0,0,3,3
HH53,1,HH53_1,2,Grandchild,25,M,0,2,3,1,0,0,0,0,4,1
HH53,2,HH53_2,2,Grandchild,17,M,0,2,3,1,0,0,0,0,4,1
HH53,3,HH53_3,2,Grandchild,11,M,0,2,3,1,0,0,0,0,4,1
HH53,4,HH53_4,2,Grandchild,2,M,1,2,3,1,0,0,0,0,4,1
HH55,1,HH55_1,2,Husband,39,M,1,1,3,1,0,0,1,1,3,3
HH55,2,HH55_2,2,Son,12,M,1,1,3,1,0,0,1,1,3,3
HH55,3,HH55_3,2,Daughter,6,F,1,1,3,1,0,0,1,1,3,3
HH55,4,HH55_4,2,Mother,35,F,1,1,3,1,0,0,1,1,3,3
HH55,5,HH55_5,2,Father,39,M,1,1,3,1,0,0,1,1,3,3
HH55,6,HH55_6,2,Sister,6,F,1,1,3,1,0,0,1,1,3,3
HH56,1,HH56_1,2,Sister,40,F,0,1,1,1,1,1,1,1,3,3
HH56,2,HH56_2,2,Daughter-in-law,22,F,0,1,1,1,1,1,1,1,3,3
HH56,3,HH56_3,2,Niece,20,F,0,1,1,1,1,1,1,1,3,3
HH56,4,HH56_4,2,Cousin,15,F,1,1,1,1,1,1,1,1,3,3
HH57,1,HH57_1,2,Mother,20,F,1,6,2,2,0,0,0,0,3,3
HH57,2,HH57_2,2,Uncle,19,M,0,6,2,2,0,0,0,0,3,3
HH57,3,HH57_3,2,brother,25,M,0,6,2,2,0,0,0,0,3,3
HH57,4,HH57_4,2,brother,22,M,0,6,2,2,0,0,0,0,3,3
HH57,5,HH57_5,2,other relative,20,F,0,6,2,2,0,0,0,0,3,3
HH58,1,HH58_1,2,Father,38,M,NA,2,3,1,1,1,1,1,3,3
HH58,2,HH58_2,2,Uncle,37,M,NA,2,3,1,1,1,1,1,3,3
HH58,3,HH58_3,2,Uncle,30,M,NA,2,3,1,1,1,1,1,3,3
HH58,4,HH58_4,2,Daughter,14,F,NA,2,3,1,1,1,1,1,3,3
HH58,5,HH58_5,2,Son,10,M,NA,2,3,1,1,1,1,1,3,3
HH58,6,HH58_6,2,Daughter,7,F,NA,2,3,1,1,1,1,1,3,3
HH58,7,HH58_7,2,Son,0,M,NA,2,3,1,1,1,1,1,3,3
HH59,1,HH59_1,2,Mother,38,F,0,3,2,2,0,0,0,0,3,3
HH59,2,HH59_2,2,Not related,30,F,0,3,2,2,0,0,0,0,3,3
HH60,1,HH60_1,2,Mother,68,F,0,6,2,1,0,0,1,0,3,3
HH61,1,HH61_1,2,Mother,30,F,1,1,1,2,1,0,0,1,3,3
HH61,2,HH61_2,2,Brother,11,M,1,1,1,2,1,0,0,1,3,3
HH62,1,HH62_1,2,Grandfather,65,M,0,1,1,1,1,0,0,1,3,3
HH62,2,HH62_2,2,Grandmother,60,F,0,1,1,1,1,0,0,1,3,3
HH62,3,HH62_3,2,Grandmother,63,F,1,1,1,1,1,0,0,1,3,3
HH62,4,HH62_4,2,Sister,9,F,1,1,1,1,1,0,0,1,3,3
HH62,5,HH62_5,2,Grandmother,48,F,1,1,1,1,1,0,0,1,3,3
HH62,6,HH62_6,2,Uncle,13,M,1,1,1,1,1,0,0,1,3,3
HH62,7,HH62_7,2,Uncle,7,M,1,1,1,1,1,0,0,1,3,3
HH62,8,HH62_8,2,Uncle,19,M,0,1,1,1,1,0,0,1,3,3
HH62,9,HH62_9,2,other relative,37,F,1,1,1,1,1,0,0,1,3,3
HH63,1,HH63_1,2,Husband,37,M,1,1,1,1,1,1,1,1,3,3
HH63,2,HH63_2,2,Son,3,M,1,1,1,1,1,1,1,1,3,3
HH64,1,HH64_1,2,Daughter,10,F,0,1,1,1,1,0,1,1,3,3
HH64,2,HH64_2,2,Husband,35,M,1,1,1,1,1,0,1,1,3,3
HH64,3,HH64_3,2,Son,6,M,0,1,1,1,1,0,1,1,3,3
HH66,1,HH66_1,2,Uncle,65,M,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH66,2,HH66_2,2,Uncle,40,M,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH66,3,HH66_3,2,Aunt,52,F,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH66,4,HH66_4,2,Brother,19,M,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH67,1,HH67_1,2,Mother,39,F,0,2,2,1,1,1,0,1,3,3
HH67,2,HH67_2,2,Brother,17,M,0,2,2,1,1,1,0,1,3,3
HH67,3,HH67_3,2,Brother,12,M,0,2,2,1,1,1,0,1,3,3
HH68,1,HH68_1,2,Wife,28,F,1,2,1,1,1,0,1,1,3,3
HH68,2,HH68_2,2,Son,0,M,1,2,1,1,1,0,1,1,3,3
HH68,3,HH68_3,2,Aunt,24,F,0,2,1,1,1,0,1,1,3,3
HH68,4,HH68_4,2,Aunt,2,F,0,2,1,1,1,0,1,1,3,3
HH69,1,HH69_1,2,Father,NA,M,0,2,1,1,0,0,1,1,3,3
HH69,2,HH69_2,2,Mother,NA,F,0,2,1,1,0,0,1,1,3,3
HH69,3,HH69_3,2,Brother,NA,M,1,2,1,1,0,0,1,1,3,3
HH69,4,HH69_4,2,Brother,NA,M,1,2,1,1,0,0,1,1,3,3
HH69,5,HH69_5,2,Brother,NA,M,1,2,1,1,0,0,1,1,3,3
HH70,1,HH70_1,2,Husband,57,M,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH70,2,HH70_2,2,Nephew,12,M,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH70,3,HH70_3,2,Nephew,10,M,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH70,4,HH70_4,2,Nephew,5,M,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH71,1,HH71_1,2,son,3,M,1,2,1,1,1,0,1,1,3,3
HH71,2,HH71_2,2,son,9,M,1,2,1,1,1,0,1,1,3,3
HH71,3,HH71_3,2,son,0,M,1,2,1,1,1,0,1,1,3,3
HH71,4,HH71_4,2,husband,42,M,1,2,1,1,1,0,1,1,3,3
HH72,1,HH72_1,2,Mother,35,F,NA,5,3,1,0,0,0,0,2,3
HH72,2,HH72_2,2,Brother,14,M,NA,5,3,1,0,0,0,0,2,3
HH72,3,HH72_3,2,Sister,6,F,NA,5,3,1,0,0,0,0,2,3
HH72,4,HH72_4,2,Brother,0,M,NA,5,3,1,0,0,0,0,2,3
HH72,5,HH72_5,2,Mother,35,F,1,5,3,1,0,0,0,0,2,3
HH72,6,HH72_6,2,Brother,14,M,1,5,3,1,0,0,0,0,2,3
HH72,7,HH72_7,2,Brother,11,M,1,5,3,1,0,0,0,0,2,3
HH72,8,HH72_8,2,Sister,6,F,1,5,3,1,0,0,0,0,2,3
HH73,1,HH73_1,2,Brother,27,M,1,1,1,1,0,0,1,1,3,3
HH73,2,HH73_2,2,Grandmother,43,F,0,1,1,1,0,0,1,1,3,3
HH73,3,HH73_3,2,Grandfather,57,M,0,1,1,1,0,0,1,1,3,3
HH73,4,HH73_4,2,Brother,8,M,1,1,1,1,0,0,1,1,3,3
HH73,5,HH73_5,2,Brother,5,M,0,1,1,1,0,0,1,1,3,3
HH73,6,HH73_6,2,Sister,4,F,0,1,1,1,0,0,1,1,3,3
HH73,7,HH73_7,2,Sister,10,F,1,1,1,1,0,0,1,1,3,3
HH73,8,HH73_8,2,Sister,16,F,1,1,1,1,0,0,1,1,3,3
HH75,1,HH75_1,2,Wife,56,F,1,5,2,1,0,0,1,0,2,1
HH75,2,HH75_2,2,Son,26,M,0,5,2,1,0,0,1,0,2,1
HH76,1,HH76_1,2,Mother,29,F,1,5,3,1,0,0,0,0,2,2
HH76,2,HH76_2,2,Father,39,M,1,5,3,1,0,0,0,0,2,2
HH76,3,HH76_3,2,Brother,15,M,0,5,3,1,0,0,0,0,2,2
HH76,4,HH76_4,2,Brother,11,M,1,5,3,1,0,0,0,0,2,2
HH76,5,HH76_5,2,Sister,13,F,1,5,3,1,0,0,0,0,2,2
HH76,6,HH76_6,2,Sister,7,F,0,5,3,1,0,0,0,0,2,2
HH76,7,HH76_7,2,Nephew,20,M,0,5,3,1,0,0,0,0,2,2
HH77,1,HH77_1,2,Mother,43,F,1,5,3,2,0,0,1,0,3,3
HH78,1,HH78_1,2,Aunt,32,F,0,1,1,2,1,1,1,1,3,3
HH78,2,HH78_2,2,Uncle,37,M,0,1,1,2,1,1,1,1,3,3
HH78,3,HH78_3,2,Cousin,12,M,1,1,1,2,1,1,1,1,3,3
HH78,4,HH78_4,2,Cousin,8,F,1,1,1,2,1,1,1,1,3,3
HH78,5,HH78_5,2,Cousin,2,F,0,1,1,2,1,1,1,1,3,3
HH79,1,HH79_1,2,Mother,37,F,1,4,3,1,0,0,0,0,3,3
HH79,2,HH79_2,2,Father,46,M,1,4,3,1,0,0,0,0,3,3
HH79,3,HH79_3,2,Sister,17,F,0,4,3,1,0,0,0,0,3,3
HH79,4,HH79_4,2,Sister,7,F,0,4,3,1,0,0,0,0,3,3
HH79,5,HH79_5,2,Sister,4,F,0,4,3,1,0,0,0,0,3,3
HH79,6,HH79_6,2,Brother,13,M,0,4,3,1,0,0,0,0,3,3
HH79,7,HH79_7,2,Brother,10,M,0,4,3,1,0,0,0,0,3,3
HH79,8,HH79_8,2,Aunt,6,F,0,4,3,1,0,0,0,0,3,3
HH80,1,HH80_1,2,Mother,36,F,1,5,2,1,1,0,0,0,3,3
HH80,2,HH80_2,2,Grandmother,58,F,0,5,2,1,1,0,0,0,3,3
HH80,3,HH80_3,2,Grandfather,60,M,0,5,2,1,1,0,0,0,3,3
HH80,4,HH80_4,2,Sister,11,F,1,5,2,1,1,0,0,0,3,3
HH80,5,HH80_5,2,Sister,8,F,1,5,2,1,1,0,0,0,3,3
HH80,6,HH80_6,2,Sister,2,F,1,5,2,1,1,0,0,0,3,3
HH80,7,HH80_7,2,Aunt,25,F,1,5,2,1,1,0,0,0,3,3
HH80,8,HH80_8,2,Uncle,21,M,0,5,2,1,1,0,0,0,3,3
HH81,1,HH81_1,2,Father,26,M,1,5,2,1,0,0,1,0,3,3
HH81,2,HH81_2,2,Mother,25,F,1,5,2,1,0,0,1,0,3,3
HH82,1,HH82_1,2,Mother,62,F,0,6,2,1,0,0,0,0,3,3
HH82,2,HH82_2,2,Daughter,16,F,1,6,2,1,0,0,0,0,3,3
HH82,3,HH82_3,2,Son,11,M,0,6,2,1,0,0,0,0,3,3
HH82,4,HH82_4,2,Son,10,M,0,6,2,1,0,0,0,0,3,3
HH82,5,HH82_5,2,Son,8,M,0,6,2,1,0,0,0,0,3,3
HH83,1,HH83_1,2,husband,34,M,1,5,2,1,0,0,1,0,3,3
HH83,2,HH83_2,2,son,2,M,1,5,2,1,0,0,1,0,3,3
HH84,1,HH84_1,2,Brother,20,M,0,5,2,1,0,0,1,0,2,3
HH84,2,HH84_2,2,Brother,20,M,0,5,2,1,0,0,1,0,2,3
HH84,3,HH84_3,2,Sister,9,F,1,5,2,1,0,0,1,0,2,3
HH84,4,HH84_4,2,Mother,44,F,0,5,2,1,0,0,1,0,2,3
HH84,5,HH84_5,2,Father,41,M,0,5,2,1,0,0,1,0,2,3
HH85,1,HH85_1,2,Mother,27,F,1,5,2,2,0,0,0,0,2,3
HH85,2,HH85_2,2,Father,33,M,1,5,2,2,0,0,0,0,2,3
HH85,3,HH85_3,2,Brother,10,M,0,5,2,2,0,0,0,0,2,3
HH85,4,HH85_4,2,Brother,6,M,0,5,2,2,0,0,0,0,2,3
HH85,5,HH85_5,2,Brother,3,M,0,5,2,2,0,0,0,0,2,3
HH86,1,HH86_1,2,Father,58,M,1,2,1,1,0,0,0,0,3,3
HH87,1,HH87_1,2,Mother,53,F,1,5,2,1,0,0,0,0,3,3
HH88,1,HH88_1,2,Grandmother,62,F,1,3,5,NA,0,0,0,0,3,1
HH88,2,HH88_2,2,Sister,14,F,1,3,5,NA,0,0,0,0,3,1
HH88,3,HH88_3,2,Sister,4,F,1,3,5,NA,0,0,0,0,3,1
