hh_id,hhline,hh_member_id,study_site,hhmem_relation_ego,hhmem_age,hhmem_gender,sleep_room_ego,hh_access_to_water,hh_toilet,hh_shared_toilet,hh_electricity,hh_refridgerator,hh_radio,hh_television,type_house,type_floor
HH925,21,HH925_21,1,Brother,11,M,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH925,22,HH925_22,1,Brother,5,M,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH926,1,HH926_1,1,Grandmother,49,F,1,5,3,1,0,0,0,0,3,3
HH926,2,HH926_2,1,Uncle,18,M,0,5,3,1,0,0,0,0,3,3
HH926,3,HH926_3,1,Aunt,19,F,1,5,3,1,0,0,0,0,3,3
HH926,4,HH926_4,1,Sister,2,F,1,5,3,1,0,0,0,0,3,3
HH926,5,HH926_5,1,Sister,NA,F,1,5,3,1,0,0,0,0,3,3
HH927,1,HH927_1,1,Grandmother,61,F,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH927,2,HH927_2,1,Brother,10,M,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH927,3,HH927_3,1,Brother,3,M,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH928,1,HH928_1,1,Son,14,M,0,5,2,1,0,0,1,1,3,3
HH928,2,HH928_2,1,Grandchild,11,F,1,5,2,1,0,0,1,1,3,3
HH929,1,HH929_1,1,Uncle,25,M,1,5,2,1,1,0,1,1,3,1
HH929,2,HH929_2,1,Uncle,27,M,0,5,2,1,1,0,1,1,3,1
HH929,3,HH929_3,1,Grandmother,52,F,0,5,2,1,1,0,1,1,3,1
HH929,4,HH929_4,1,Aunt,19,F,0,5,2,1,1,0,1,1,3,1
HH929,5,HH929_5,1,Cousin,2,F,0,5,2,1,1,0,1,1,3,1
HH930,1,HH930_1,1,Grandmother,66,F,0,5,2,1,0,0,0,0,1,1
HH930,2,HH930_2,1,Aunt,5,F,1,5,2,1,0,0,0,0,1,1
HH930,3,HH930_3,1,Grandfather,67,M,0,5,2,1,0,0,0,0,1,1
HH930,4,HH930_4,1,Brother,19,M,0,5,2,1,0,0,0,0,1,1
HH931,1,HH931_1,1,Father,67,M,0,5,2,2,0,0,0,0,3,3
HH931,2,HH931_2,1,Sister,14,F,1,5,2,2,0,0,0,0,3,3
HH932,1,HH932_1,1,Mother-in-law,65,F,0,5,2,1,0,0,1,1,3,3
HH932,2,HH932_2,1,Other relative,21,F,0,5,2,1,0,0,1,1,3,3
HH932,3,HH932_3,1,Son,4,M,0,5,2,1,0,0,1,1,3,3
HH932,4,HH932_4,1,Daughter,2,F,1,5,2,1,0,0,1,1,3,3
HH932,5,HH932_5,1,Nephew,0,M,0,5,2,1,0,0,1,1,3,3
HH932,6,HH932_6,1,Husband,27,M,1,5,2,1,0,0,1,1,3,3
HH932,7,HH932_7,1,Mother,21,F,1,5,2,1,0,0,1,1,3,3
HH932,8,HH932_8,1,Grandmother,65,F,0,5,2,1,0,0,1,1,3,3
HH932,9,HH932_9,1,Uncle,27,M,0,5,2,1,0,0,1,1,3,3
HH932,10,HH932_10,1,Aunt,24,F,0,5,2,1,0,0,1,1,3,3
HH932,11,HH932_11,1,Cousin,4,M,0,5,2,1,0,0,1,1,3,3
HH932,12,HH932_12,1,Cousin,2,F,0,5,2,1,0,0,1,1,3,3
HH933,1,HH933_1,1,Mother,54,F,1,5,2,1,0,0,0,0,3,3
HH934,1,HH934_1,1,Uncle,38,M,0,5,2,1,0,0,0,0,3,3
HH934,2,HH934_2,1,Father,45,M,1,5,2,1,0,0,0,0,3,3
HH934,3,HH934_3,1,Grandmother,72,F,0,5,2,1,0,0,0,0,3,3
HH935,1,HH935_1,1,Mother,46,F,1,5,5,NA,0,0,1,0,3,1
HH935,2,HH935_2,1,Brother,18,M,0,5,5,NA,0,0,1,0,3,1
HH935,3,HH935_3,1,Sister,12,F,1,5,5,NA,0,0,1,0,3,1
HH936,1,HH936_1,1,Grandmother,65,F,1,5,2,1,0,0,0,0,3,3
HH936,2,HH936_2,1,Brother,10,M,1,5,2,1,0,0,0,0,3,3
HH937,1,HH937_1,1,Mother,30,F,1,3,2,1,0,0,1,0,3,3
HH937,2,HH937_2,1,Father,43,M,1,3,2,1,0,0,1,0,3,3
HH937,3,HH937_3,1,Brother,9,M,0,3,2,1,0,0,1,0,3,3
HH938,1,HH938_1,1,Father,38,M,0,2,2,2,1,1,1,1,3,3
HH938,2,HH938_2,1,Mother,32,F,0,2,2,2,1,1,1,1,3,3
HH938,3,HH938_3,1,Sister,13,F,1,2,2,2,1,1,1,1,3,3
HH938,4,HH938_4,1,Sister,10,F,1,2,2,2,1,1,1,1,3,3
HH939,1,HH939_1,1,Grandmother,NA,F,0,5,2,1,1,0,1,0,3,3
HH939,2,HH939_2,1,Grandfather,NA,M,0,5,2,1,1,0,1,0,3,3
HH939,3,HH939_3,1,Brother,19,M,0,5,2,1,1,0,1,0,3,3
HH940,1,HH940_1,1,Husband,52,M,1,5,2,1,1,0,0,0,3,3
HH940,2,HH940_2,1,Uncle,40,M,0,5,2,1,1,0,0,0,3,3
HH940,3,HH940_3,1,Daughter,11,F,0,5,2,1,1,0,0,0,3,3
HH941,1,HH941_1,1,Sister,23,F,0,5,2,1,0,0,0,0,2,1
HH941,2,HH941_2,1,Brother,18,M,0,5,2,1,0,0,0,0,2,1
HH941,3,HH941_3,1,Brother,32,M,0,5,2,1,0,0,0,0,2,1
HH941,4,HH941_4,1,Sister,21,F,0,5,2,1,0,0,0,0,2,1
HH941,5,HH941_5,1,Mother,58,F,0,5,2,1,0,0,0,0,2,1
HH941,6,HH941_6,1,Niece,3,F,0,5,2,1,0,0,0,0,2,1
HH941,7,HH941_7,1,Niece,9,F,0,5,2,1,0,0,0,0,2,1
HH941,8,HH941_8,1,Brother,10,M,0,5,2,1,0,0,0,0,2,1
HH941,9,HH941_9,1,Mother,23,F,1,5,2,1,0,0,0,0,2,1
HH941,10,HH941_10,1,Uncle,32,M,0,5,2,1,0,0,0,0,2,1
HH941,11,HH941_11,1,Uncle,18,M,0,5,2,1,0,0,0,0,2,1
HH941,12,HH941_12,1,Uncle,14,M,0,5,2,1,0,0,0,0,2,1
HH941,13,HH941_13,1,Uncle,10,M,0,5,2,1,0,0,0,0,2,1
HH941,14,HH941_14,1,Aunt,21,F,0,5,2,1,0,0,0,0,2,1
HH941,15,HH941_15,1,Sister,9,F,0,5,2,1,0,0,0,0,2,1
HH941,16,HH941_16,1,Grandmother,59,F,0,5,2,1,0,0,0,0,2,1
HH942,1,HH942_1,1,Grandmother,60,F,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH942,2,HH942_2,1,Sister,14,F,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH943,1,HH943_1,1,Mother,35,F,1,5,2,1,0,0,0,0,3,3
HH943,2,HH943_2,1,Brother,13,M,0,5,2,1,0,0,0,0,3,3
HH943,3,HH943_3,1,Brother,11,M,0,5,2,1,0,0,0,0,3,3
HH944,1,HH944_1,1,Son,11,M,0,5,2,1,0,0,1,0,3,3
HH945,1,HH945_1,1,Sister,23,F,0,5,2,1,0,0,0,0,3,3
HH945,2,HH945_2,1,Grandmother,60,F,0,5,2,1,0,0,0,0,3,3
HH945,3,HH945_3,1,Grandfather,72,M,0,5,2,1,0,0,0,0,3,3
HH945,4,HH945_4,1,Aunt,27,F,0,5,2,1,0,0,0,0,3,3
HH945,5,HH945_5,1,Niece,2,F,0,5,2,1,0,0,0,0,3,3
HH946,1,HH946_1,1,Mother,30,F,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH946,2,HH946_2,1,Father,35,M,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH946,3,HH946_3,1,Sister,13,F,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH946,4,HH946_4,1,Brother,8,M,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH946,5,HH946_5,1,Grandfather,65,M,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH946,6,HH946_6,1,Sister,3,F,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH947,1,HH947_1,1,Mother,24,F,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH947,2,HH947_2,1,Father,29,M,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH948,1,HH948_1,1,Daughter,19,F,1,5,2,1,0,0,0,0,3,3
HH948,2,HH948_2,1,Son,15,M,0,5,2,1,0,0,0,0,3,3
HH948,3,HH948_3,1,Grandchild,14,F,0,5,2,1,0,0,0,0,3,3
HH949,1,HH949_1,1,Grandfather,47,M,1,3,2,1,0,0,0,0,3,3
HH949,2,HH949_2,1,Grandfather,52,M,1,3,2,1,0,0,0,0,3,3
HH949,3,HH949_3,1,Sister,3,F,1,3,2,1,0,0,0,0,3,3
HH949,4,HH949_4,1,Aunt,8,F,1,3,2,1,0,0,0,0,3,3
HH949,5,HH949_5,1,Uncle,13,M,0,3,2,1,0,0,0,0,3,3
HH949,6,HH949_6,1,Uncle,19,M,0,3,2,1,0,0,0,0,3,3
HH950,1,HH950_1,1,Husband,60,M,1,6,3,1,0,0,0,0,3,3
HH950,2,HH950_2,1,Son,17,M,0,6,3,1,0,0,0,0,3,3
HH950,3,HH950_3,1,Son,12,M,0,6,3,1,0,0,0,0,3,3
HH950,4,HH950_4,1,Daughter,5,F,0,6,3,1,0,0,0,0,3,3
HH951,1,HH951_1,1,Grandfather,62,M,0,6,3,1,0,0,1,1,3,3
HH951,2,HH951_2,1,Husband,27,M,1,6,3,1,0,0,1,1,3,3
HH951,3,HH951_3,1,Daughter,3,F,1,6,3,1,0,0,1,1,3,3
HH952,1,HH952_1,1,Grandmother,60,F,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH952,2,HH952_2,1,Uncle,19,M,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH952,3,HH952_3,1,Aunt,15,F,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH953,1,HH953_1,1,Nephew,11,M,0,5,2,1,0,0,0,0,3,3
HH953,2,HH953_2,1,Nephew,8,M,0,5,2,1,0,0,0,0,3,3
HH953,3,HH953_3,1,Niece,6,F,1,5,2,1,0,0,0,0,3,3
HH953,4,HH953_4,1,Niece,5,F,1,5,2,1,0,0,0,0,3,3
HH953,5,HH953_5,1,Father,71,M,0,5,2,1,0,0,0,0,3,3
HH954,1,HH954_1,1,Nephew,12,M,0,5,2,1,0,0,1,0,3,3
HH954,2,HH954_2,1,Niece,4,F,1,5,2,1,0,0,1,0,3,3
HH954,3,HH954_3,1,Not related,23,M,0,5,2,1,0,0,1,0,3,3
HH955,1,HH955_1,1,Mother,32,F,1,5,2,1,0,0,1,0,3,3
HH955,2,HH955_2,1,Brother,9,M,1,5,2,1,0,0,1,0,3,3
HH955,3,HH955_3,1,Sister,13,F,1,5,2,1,0,0,1,0,3,3
HH955,4,HH955_4,1,Sister,11,F,1,5,2,1,0,0,1,0,3,3
HH955,5,HH955_5,1,Grandmother,54,F,0,5,2,1,0,0,1,0,3,3
HH955,6,HH955_6,1,Grandfather,57,M,0,5,2,1,0,0,1,0,3,3
HH955,7,HH955_7,1,Aunt,16,F,1,5,2,1,0,0,1,0,3,3
HH956,1,HH956_1,1,Husband,39,M,1,5,3,1,0,0,0,0,3,1
HH956,2,HH956_2,1,Brother,25,M,0,5,3,1,0,0,0,0,3,1
HH956,3,HH956_3,1,Daughter,13,F,0,5,3,1,0,0,0,0,3,1
HH956,4,HH956_4,1,Daughter,10,F,0,5,3,1,0,0,0,0,3,1
HH956,5,HH956_5,1,Son,6,M,0,5,3,1,0,0,0,0,3,1
HH956,6,HH956_6,1,Daughter,1,F,1,5,3,1,0,0,0,0,3,1
HH957,1,HH957_1,1,Grandmother,80,F,0,4,2,1,1,1,1,1,3,3
HH957,2,HH957_2,1,Grandmother,55,F,1,4,2,1,1,1,1,1,3,3
HH957,3,HH957_3,1,Cousin,14,F,1,4,2,1,1,1,1,1,3,3
HH957,4,HH957_4,1,Cousin,13,F,1,4,2,1,1,1,1,1,3,3
HH957,5,HH957_5,1,Sister,13,F,1,4,2,1,1,1,1,1,3,3
HH957,6,HH957_6,1,Brother,14,M,0,4,2,1,1,1,1,1,3,3
HH957,7,HH957_7,1,Grandmother,63,F,0,4,2,1,1,1,1,1,3,3
HH957,8,HH957_8,1,Brother,8,M,0,4,2,1,1,1,1,1,3,3
HH957,9,HH957_9,1,Sister,23,F,1,4,2,1,1,1,1,1,3,3
HH957,10,HH957_10,1,Brother,22,M,0,4,2,1,1,1,1,1,3,3
HH957,11,HH957_11,1,Sister,3,F,1,4,2,1,1,1,1,1,3,3
HH957,12,HH957_12,1,Mother,25,F,1,4,2,1,1,1,1,1,3,3
HH957,13,HH957_13,1,Father,29,M,1,4,2,1,1,1,1,1,3,3
HH958,1,HH958_1,1,Mother,68,F,0,5,2,1,0,0,0,0,3,3
HH958,2,HH958_2,1,Son,13,M,0,5,2,1,0,0,0,0,3,3
HH958,3,HH958_3,1,Daughter,11,F,0,5,2,1,0,0,0,0,3,3
HH958,4,HH958_4,1,Daughter,9,F,0,5,2,1,0,0,0,0,3,3
HH958,5,HH958_5,1,Daughter,7,F,0,5,2,1,0,0,0,0,3,3
HH959,1,HH959_1,1,Mother,70,F,0,4,2,1,1,0,1,1,3,3
HH959,2,HH959_2,1,Daughter,7,F,0,4,2,1,1,0,1,1,3,3
HH960,1,HH960_1,1,Aunt,35,F,0,5,3,1,0,0,0,0,3,3
HH960,2,HH960_2,1,Other relative,40,M,0,5,3,1,0,0,0,0,3,3
HH960,3,HH960_3,1,Cousin,9,F,1,5,3,1,0,0,0,0,3,3
HH960,4,HH960_4,1,Cousin,7,F,1,5,3,1,0,0,0,0,3,3
HH961,1,HH961_1,1,Mother,32,F,1,5,2,1,0,0,0,0,3,3
HH961,2,HH961_2,1,Father,45,M,1,5,2,1,0,0,0,0,3,3
HH961,3,HH961_3,1,Sister,8,F,0,5,2,1,0,0,0,0,3,3
HH961,4,HH961_4,1,Sister,5,F,0,5,2,1,0,0,0,0,3,3
HH962,1,HH962_1,1,Father,40,M,0,4,2,1,0,0,0,0,2,3
HH962,2,HH962_2,1,Mother,35,F,0,4,2,1,0,0,0,0,2,3
HH962,3,HH962_3,1,Sister,13,F,1,4,2,1,0,0,0,0,2,3
HH963,1,HH963_1,1,Mother,34,F,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH963,2,HH963_2,1,Sister,11,F,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH963,3,HH963_3,1,Sister,3,F,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH963,4,HH963_4,1,Brother,8,M,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH964,1,HH964_1,1,Grandfather,78,M,0,6,2,1,0,0,0,0,3,3
HH964,2,HH964_2,1,Grandmother,72,F,0,6,2,1,0,0,0,0,3,3
HH965,1,HH965_1,1,Uncle,52,M,1,5,2,1,0,0,1,0,3,3
HH965,2,HH965_2,1,Aunt,52,F,1,5,2,1,0,0,1,0,3,3
HH965,3,HH965_3,1,Cousin,19,F,0,5,2,1,0,0,1,0,3,3
HH965,4,HH965_4,1,Cousin,13,M,0,5,2,1,0,0,1,0,3,3
HH966,1,HH966_1,1,Not related,17,M,0,5,2,1,0,0,0,0,3,3
HH966,2,HH966_2,1,Uncle,12,M,0,5,2,1,0,0,0,0,3,3
HH966,3,HH966_3,1,Sister,21,F,0,5,2,1,0,0,0,0,3,3
HH966,4,HH966_4,1,Uncle,16,M,1,5,2,1,0,0,0,0,3,3
HH966,5,HH966_5,1,Uncle,7,M,0,5,2,1,0,0,0,0,3,3
HH967,1,HH967_1,1,Mother,46,F,0,4,2,1,0,0,0,0,3,3
HH967,2,HH967_2,1,Father,45,M,0,4,2,1,0,0,0,0,3,3
HH967,3,HH967_3,1,Sister,21,F,0,4,2,1,0,0,0,0,3,3
HH967,4,HH967_4,1,Brother,8,M,1,4,2,1,0,0,0,0,3,3
HH967,5,HH967_5,1,Brother,0,M,1,4,2,1,0,0,0,0,3,3
HH967,6,HH967_6,1,Sister,14,F,0,4,2,1,0,0,0,0,3,3
HH968,1,HH968_1,1,Husband,40,M,1,5,2,2,0,0,0,0,3,3
HH970,1,HH970_1,1,Mother,38,F,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH970,2,HH970_2,1,Father,74,M,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH970,3,HH970_3,1,Brother,11,M,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH971,1,HH971_1,1,Mother,33,F,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH971,2,HH971_2,1,Sister,10,F,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH971,3,HH971_3,1,Brother,8,M,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH971,4,HH971_4,1,Father,41,M,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH972,1,HH972_1,1,Father,30,M,1,5,2,2,0,0,0,0,2,1
HH972,2,HH972_2,1,Mother,27,F,1,5,2,2,0,0,0,0,2,1
HH973,1,HH973_1,1,Mother,21,F,1,5,2,1,0,0,1,0,3,3
HH973,2,HH973_2,1,Father,25,M,1,5,2,1,0,0,1,0,3,3
HH974,1,HH974_1,1,Son,9,M,0,5,2,1,0,0,1,0,2,1
HH974,2,HH974_2,1,Daughter,6,F,1,5,2,1,0,0,1,0,2,1
HH975,1,HH975_1,1,Aunt,69,F,1,5,2,1,0,0,0,0,3,3
HH976,1,HH976_1,1,Mother,25,F,1,5,2,2,0,0,0,0,2,1
HH976,2,HH976_2,1,Father,28,M,1,5,2,2,0,0,0,0,2,1
HH976,3,HH976_3,1,Brother,8,M,1,5,2,2,0,0,0,0,2,1
HH976,4,HH976_4,1,Sister,5,F,1,5,2,2,0,0,0,0,2,1
HH977,1,HH977_1,1,Uncle,21,M,0,5,2,1,0,0,1,0,3,3
HH977,2,HH977_2,1,Uncle,10,M,0,5,2,1,0,0,1,0,3,3
HH977,3,HH977_3,1,Sister,12,F,1,5,2,1,0,0,1,0,3,3
HH977,4,HH977_4,1,Grandmother,71,F,0,5,2,1,0,0,1,0,3,3
HH978,1,HH978_1,1,Grandfather,68,M,0,10,2,1,0,0,1,0,3,3
HH978,2,HH978_2,1,Grandmother,60,F,0,10,2,1,0,0,1,0,3,3
HH978,3,HH978_3,1,Brother,13,M,1,10,2,1,0,0,1,0,3,3
HH978,4,HH978_4,1,Sister,14,F,0,10,2,1,0,0,1,0,3,3
HH978,5,HH978_5,1,Brother,8,M,1,10,2,1,0,0,1,0,3,3
HH979,1,HH979_1,1,Not related,19,M,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH980,1,HH980_1,1,Wife,33,F,1,5,2,1,0,0,0,0,3,3
HH981,1,HH981_1,1,Father,34,M,1,5,2,2,0,0,1,0,2,1
HH981,2,HH981_2,1,Mother,26,F,1,5,2,2,0,0,1,0,2,1
HH981,3,HH981_3,1,Brother,4,M,1,5,2,2,0,0,1,0,2,1
HH981,4,HH981_4,1,Aunt,12,F,0,5,2,2,0,0,1,0,2,1
HH982,1,HH982_1,1,Mother,33,F,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH982,2,HH982_2,1,Brother,18,M,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH982,3,HH982_3,1,Brother,13,M,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH982,4,HH982_4,1,Brother,9,M,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH982,5,HH982_5,1,Father,56,M,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH983,1,HH983_1,1,Grandmother,51,F,1,5,3,1,0,0,0,0,3,3
HH983,2,HH983_2,1,Sister,7,F,1,5,3,1,0,0,0,0,3,3
HH983,3,HH983_3,1,Grandmother,70,F,1,5,3,1,0,0,0,0,3,3
HH983,4,HH983_4,1,Mother,50,F,0,5,3,1,0,0,0,0,3,3
HH983,5,HH983_5,1,Sister,12,F,1,5,3,1,0,0,0,0,3,3
HH983,6,HH983_6,1,Brother,13,M,1,5,3,1,0,0,0,0,3,3
HH983,7,HH983_7,1,Niece,9,F,1,5,3,1,0,0,0,0,3,3
HH983,8,HH983_8,1,Nephew,4,M,0,5,3,1,0,0,0,0,3,3
HH983,9,HH983_9,1,not related,16,M,0,5,3,1,0,0,0,0,3,3
HH984,1,HH984_1,1,Aunt,65,F,1,5,2,1,0,0,1,0,3,3
HH984,2,HH984_2,1,Brother,19,M,0,5,2,1,0,0,1,0,3,3
HH985,1,HH985_1,1,Father,33,M,1,5,2,1,1,0,1,0,3,3
HH985,2,HH985_2,1,Mother,30,F,1,5,2,1,1,0,1,0,3,3
HH985,3,HH985_3,1,Brother,10,M,0,5,2,1,1,0,1,0,3,3
HH985,4,HH985_4,1,Cousin,14,F,0,5,2,1,1,0,1,0,3,3
HH986,1,HH986_1,1,Not related,17,M,0,5,5,NA,0,0,0,0,3,3
HH986,2,HH986_2,1,Not related,13,M,0,5,5,NA,0,0,0,0,3,3
HH986,3,HH986_3,1,Other relative,21,F,0,5,5,NA,0,0,0,0,3,3
HH986,4,HH986_4,1,Other relative,17,F,0,5,5,NA,0,0,0,0,3,3
HH986,5,HH986_5,1,Not related,16,M,0,5,5,NA,0,0,0,0,3,3
HH987,1,HH987_1,1,Mother,52,F,1,6,2,1,0,0,0,0,3,3
HH987,2,HH987_2,1,Grandmother,81,F,1,6,2,1,0,0,0,0,3,3
HH987,3,HH987_3,1,Brother,20,M,0,6,2,1,0,0,0,0,3,3
HH988,1,HH988_1,1,Sister,13,F,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH988,2,HH988_2,1,Grandmother,79,F,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH989,1,HH989_1,1,Grandchild,14,F,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH990,1,HH990_1,1,Mother,41,F,1,4,2,1,0,0,0,0,3,3
HH990,2,HH990_2,1,Sister,15,F,1,4,2,1,0,0,0,0,3,3
HH991,1,HH991_1,1,Grandfather,65,M,0,5,3,1,0,0,0,0,3,3
HH991,2,HH991_2,1,Aunt,26,F,1,5,3,1,0,0,0,0,3,3
HH991,3,HH991_3,1,Uncle,20,M,0,5,3,1,0,0,0,0,3,3
HH991,4,HH991_4,1,Brother,7,M,1,5,3,1,0,0,0,0,3,3
HH991,5,HH991_5,1,Sister,2,F,1,5,3,1,0,0,0,0,3,3
HH991,6,HH991_6,1,Brother,3,M,1,5,3,1,0,0,0,0,3,3
HH992,1,HH992_1,1,Mother-in-law,31,F,1,5,2,1,0,1,1,0,3,3
HH992,2,HH992_2,1,Grandmother,52,F,0,5,2,1,0,1,1,0,3,3
HH992,3,HH992_3,1,Grandfather,60,M,0,5,2,1,0,1,1,0,3,3
HH992,4,HH992_4,1,Mother-in-law,13,F,1,5,2,1,0,1,1,0,3,3
HH992,5,HH992_5,1,Brother,7,M,1,5,2,1,0,1,1,0,3,3
HH992,6,HH992_6,1,Brother,6,M,1,5,2,1,0,1,1,0,3,3
HH992,7,HH992_7,1,Brother,4,M,1,5,2,1,0,1,1,0,3,3
HH993,1,HH993_1,1,Wife,65,F,1,5,2,1,0,0,0,0,3,3
HH993,2,HH993_2,1,Not related,21,M,0,5,2,1,0,0,0,0,3,3
HH993,3,HH993_3,1,Niece,3,F,1,5,2,1,0,0,0,0,3,3
HH994,1,HH994_1,1,Grandchild,4,F,1,4,2,1,0,0,1,0,3,3
HH994,2,HH994_2,1,Son,25,M,0,4,2,1,0,0,1,0,3,3
HH994,3,HH994_3,1,Not related,18,M,0,4,2,1,0,0,1,0,3,3
HH995,1,HH995_1,1,Father,61,M,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH995,2,HH995_2,1,Mother,53,F,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH995,3,HH995_3,1,Wife,22,F,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH996,1,HH996_1,1,Grandmother,83,F,1,4,2,1,0,0,0,0,3,3
HH996,2,HH996_2,1,Brother,12,M,0,4,2,1,0,0,0,0,3,3
HH996,3,HH996_3,1,Uncle,15,M,0,4,2,1,0,0,0,0,3,3
HH997,1,HH997_1,1,Husband,53,M,1,5,2,1,0,0,0,0,3,3
HH997,2,HH997_2,1,Grandchild,7,F,1,5,2,1,0,0,0,0,3,3
HH997,3,HH997_3,1,Grandchild,25,M,0,5,2,1,0,0,0,0,3,3
HH998,1,HH998_1,1,Father,30,M,1,6,3,2,0,0,1,0,3,3
HH998,2,HH998_2,1,Mother,27,F,1,6,3,2,0,0,1,0,3,3
HH998,3,HH998_3,1,Sister,4,F,1,6,3,2,0,0,1,0,3,3
HH999,1,HH999_1,1,Father,34,M,0,5,2,2,0,0,1,0,3,3
HH999,2,HH999_2,1,Mother,30,F,0,5,2,2,0,0,1,0,3,3
HH999,3,HH999_3,1,Brother,8,M,1,5,2,2,0,0,1,0,3,3
HH999,4,HH999_4,1,Brother,3,M,1,5,2,2,0,0,1,0,3,3
HH1000,1,HH1000_1,1,Grandmother,61,F,1,5,2,1,0,0,0,0,3,3
HH1000,2,HH1000_2,1,Niece,20,F,0,5,2,1,0,0,0,0,3,3
HH1000,3,HH1000_3,1,Nephew,7,M,0,5,2,1,0,0,0,0,3,3
HH1001,1,HH1001_1,1,Mother,29,F,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH1001,2,HH1001_2,1,Father,31,M,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH1001,3,HH1001_3,1,Sister,2,F,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH1002,1,HH1002_1,1,Grandmother,55,F,0,5,2,1,0,0,0,0,2,3
HH1002,2,HH1002_2,1,Cousin,11,M,1,5,2,1,0,0,0,0,2,3
HH1002,3,HH1002_3,1,Cousin,8,F,0,5,2,1,0,0,0,0,2,3
HH1002,4,HH1002_4,1,Aunt,15,F,0,5,2,1,0,0,0,0,2,3
HH1003,1,HH1003_1,1,Mother,44,F,0,5,2,1,0,0,0,0,3,3
HH1003,2,HH1003_2,1,Grandmother,71,F,0,5,2,1,0,0,0,0,3,3
HH1003,3,HH1003_3,1,Not related,20,M,1,5,2,1,0,0,0,0,3,3
HH1004,1,HH1004_1,1,Brother,10,M,0,10,2,1,0,0,0,0,2,3
HH1004,2,HH1004_2,1,Brother,7,M,0,10,2,1,0,0,0,0,2,3
HH1004,3,HH1004_3,1,Sister,15,F,1,10,2,1,0,0,0,0,2,3
HH1004,4,HH1004_4,1,Grandmother,59,F,0,10,2,1,0,0,0,0,2,3
HH1004,5,HH1004_5,1,Mother,37,F,1,10,2,1,0,0,0,0,2,3
HH1005,1,HH1005_1,1,Mother,47,F,0,5,5,NA,0,0,0,0,3,1
HH1005,2,HH1005_2,1,Brother,14,M,1,5,5,NA,0,0,0,0,3,1
HH1006,1,HH1006_1,1,Father,44,M,1,5,3,1,0,0,1,0,3,3
HH1006,2,HH1006_2,1,Mother,38,F,1,5,3,1,0,0,1,0,3,3
HH1006,3,HH1006_3,1,Brother,17,M,0,5,3,1,0,0,1,0,3,3
HH1006,4,HH1006_4,1,Brother,13,M,0,5,3,1,0,0,1,0,3,3
HH1006,5,HH1006_5,1,Brother,9,M,0,5,3,1,0,0,1,0,3,3
HH1008,1,HH1008_1,1,Daughter,6,F,1,6,2,1,0,0,0,0,3,1
HH1008,2,HH1008_2,1,Daughter,1,F,1,6,2,1,0,0,0,0,3,1
HH1008,3,HH1008_3,1,Husband,28,M,1,6,2,1,0,0,0,0,3,1
HH1008,4,HH1008_4,1,Grandmother,67,F,0,6,2,1,0,0,0,0,3,1
